t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9
2.74,6.16133,2.17764,0.424244,-0.665115,10.9032,1.27934,0.329469,1.56186,15.9185,3.43195,0.334854,-0.206987,2.85382,11.6396,-0.781222,1.34983,9.4912,11.0016,-0.175752,1.09412,11.2554,8.44021,-1.6743,-0.0844809,3.14227,14.0958,-0.679649,0.743771,14.1174,11.5701,1.10332,0.343704,13.4066,8.01724,0.115508,-1.70812,7.09371,18.5809,0.763939,0.941429
2.75,6.16558,2.17099,0.424248,-0.665115,10.9065,1.29496,0.329466,1.56186,15.9219,3.42988,0.334851,-0.206986,2.84601,11.6531,-0.781172,1.35025,9.48944,11.0126,-0.175697,1.09405,11.2387,8.43936,-1.67342,-0.0845878,3.13548,14.1033,-0.679697,0.74335,14.1285,11.5735,1.1033,0.343668,13.4077,8.00016,0.114592,-1.70791,7.10135,18.5903,0.763939,0.941428
2.76,6.16982,2.16434,0.424252,-0.665116,10.9098,1.31058,0.329464,1.56186,15.9252,3.42781,0.334848,-0.206984,2.8382,11.6666,-0.781121,1.35067,9.48768,11.0235,-0.175642,1.09398,11.222,8.43851,-1.6726,-0.0846881,3.12868,14.1107,-0.679747,0.742923,14.1395,11.577,1.10328,0.343634,13.4089,7.98308,0.113735,-1.70771,7.10899,18.5997,0.763938,0.941427
2.77,6.17406,2.15769,0.424256,-0.665116,10.9131,1.3262,0.329462,1.56186,15.9286,3.42574,0.334845,-0.206982,2.83039,11.6801,-0.781068,1.35111,9.48593,11.0345,-0.175589,1.0939,11.2053,8.43767,-1.67184,-0.0847822,3.12188,14.1181,-0.679798,0.742488,14.1505,11.5804,1.10327,0.343601,13.41,7.96601,0.112933,-1.70751,7.11663,18.6091,0.763938,0.941426
2.78,6.1783,2.15104,0.42426,-0.665117,10.9164,1.34182,0.32946,1.56186,15.9319,3.42367,0.334842,-0.206981,2.82258,11.6937,-0.781015,1.35155,9.48417,11.0454,-0.175536,1.09383,11.1885,8.43682,-1.67112,-0.0848699,3.11508,14.1255,-0.679851,0.742046,14.1616,11.5838,1.10325,0.343569,13.4111,7.94893,0.112181,-1.70732,7.12426,18.6185,0.763937,0.941425
2.79,6.18255,2.14439,0.424264,-0.665117,10.9197,1.35744,0.329457,1.56187,15.9353,3.4216,0.334839,-0.206979,2.81477,11.7072,-0.78096,1.352,9.48242,11.0563,-0.175484,1.09376,11.1718,8.43597,-1.67045,-0.0849516,3.10828,14.133,-0.679904,0.741596,14.1726,11.5873,1.10324,0.343539,13.4122,7.93186,0.111476,-1.70714,7.1319,18.6279,0.763937,0.941425
2.8,6.18679,2.13773,0.424269,-0.665118,10.923,1.37306,0.329455,1.56187,15.9386,3.41953,0.334836,-0.206977,2.80696,11.7207,-0.780904,1.35246,9.48066,11.0673,-0.175433,1.09369,11.1551,8.43512,-1.66983,-0.0850273,3.10148,14.1404,-0.679959,0.741139,14.1836,11.5907,1.10322,0.34351,13.4133,7.91479,0.110815,-1.70697,7.13954,18.6373,0.763936,0.941424
2.81,6.19103,2.13108,0.424273,-0.665118,10.9263,1.38867,0.329453,1.56187,15.942,3.41746,0.334833,-0.206975,2.79915,11.7342,-0.780847,1.35293,9.47891,11.0782,-0.175383,1.09362,11.1384,8.43427,-1.66925,-0.0850973,3.09468,14.1478,-0.680015,0.740674,14.1946,11.5941,1.10321,0.343482,13.4144,7.89772,0.110196,-1.7068,7.14718,18.6468,0.763935,0.941423
2.82,6.19527,2.12443,0.424277,-0.665119,10.9296,1.40429,0.32945,1.56187,15.9453,3.41539,0.33483,-0.206973,2.79134,11.7478,-0.780788,1.3534,9.47715,11.0891,-0.175333,1.09355,11.1217,8.43342,-1.6687,-0.0851617,3.08788,14.1552,-0.680072,0.740201,14.2057,11.5976,1.10319,0.343455,13.4155,7.88065,0.109614,-1.70664,7.15482,18.6562,0.763935,0.941422
2.83,6.19952,2.11778,0.424281,-0.665119,10.9329,1.41991,0.329448,1.56187,15.9487,3.41332,0.334827,-0.206971,2.78353,11.7613,-0.780728,1.35388,9.4754,11.1001,-0.175284,1.09348,11.1051,8.43257,-1.66819,-0.0852207,3.08108,14.1626,-0.680131,0.73972,14.2167,11.601,1.10318,0.343429,13.4166,7.86359,0.109068,-1.70649,7.16246,18.6656,0.763934,0.941421
2.84,6.20376,2.11113,0.424286,-0.66512,10.9362,1.43553,0.329446,1.56188,15.952,3.41125,0.334823,-0.206969,2.77573,11.7748,-0.780667,1.35437,9.47365,11.111,-0.175236,1.09341,11.0884,8.43171,-1.66771,-0.0852745,3.07428,14.17,-0.680191,0.739231,14.2277,11.6044,1.10317,0.343405,13.4177,7.84652,0.108556,-1.70634,7.1701,18.675,0.763934,0.94142
2.85,6.208,2.10448,0.42429,-0.66512,10.9394,1.45115,0.329443,1.56188,15.9554,3.40918,0.33482,-0.206968,2.76792,11.7884,-0.780604,1.35487,9.4719,11.122,-0.175189,1.09333,11.0717,8.43086,-1.66726,-0.0853233,3.06748,14.1774,-0.680252,0.738733,14.2388,11.6079,1.10315,0.343381,13.4188,7.82946,0.108075,-1.7062,7.17774,18.6844,0.763933,0.94142
2.86,6.21224,2.09783,0.424294,-0.66512,10.9427,1.46677,0.329441,1.56188,15.9587,3.40711,0.334817,-0.206966,2.76011,11.8019,-0.78054,1.35538,9.47015,11.1329,-0.175142,1.09326,11.055,8.43001,-1.66684,-0.0853674,3.06068,14.1847,-0.680315,0.738226,14.2498,11.6113,1.10314,0.343358,13.4199,7.8124,0.107623,-1.70607,7.18538,18.6938,0.763933,0.941419
2.87,6.21649,2.09118,0.424299,-0.665121,10.946,1.48239,0.329439,1.56188,15.9621,3.40504,0.334813,-0.206964,2.75231,11.8155,-0.780474,1.35589,9.46839,11.1438,-0.175097,1.09319,11.0384,8.42915,-1.66645,-0.0854068,3.05387,14.1921,-0.68038,0.737711,14.2608,11.6147,1.10313,0.343336,13.421,7.79534,0.107197,-1.70594,7.19302,18.7032,0.763932,0.941418
2.88,6.22073,2.08452,0.424303,-0.665121,10.9493,1.49801,0.329436,1.56188,15.9654,3.40297,0.33481,-0.206961,2.74451,11.829,-0.780407,1.35642,9.46664,11.1547,-0.175052,1.09312,11.0217,8.4283,-1.66608,-0.0854418,3.04707,14.1995,-0.680446,0.737187,14.2719,11.6182,1.10312,0.343315,13.422,7.77828,0.106798,-1.70582,7.20066,18.7127,0.763932,0.941417
2.89,6.22497,2.07787,0.424307,-0.665121,10.9526,1.51362,0.329434,1.56189,15.9688,3.4009,0.334807,-0.206959,2.7367,11.8426,-0.780338,1.35695,9.46489,11.1657,-0.175007,1.09305,11.005,8.42744,-1.66574,-0.0854726,3.04026,14.2069,-0.680513,0.736654,14.2829,11.6216,1.1031,0.343295,13.4231,7.76122,0.106422,-1.7057,7.2083,18.7221,0.763931,0.941416
2.9,6.22922,2.07122,0.424312,-0.665122,10.9559,1.52924,0.329431,1.56189,15.9721,3.39884,0.334803,-0.206957,2.7289,11.8562,-0.780267,1.35749,9.46314,11.1766,-0.174964,1.09298,10.9884,8.42659,-1.66542,-0.0854994,3.03346,14.2142,-0.680582,0.736111,14.2939,11.625,1.10309,0.343275,13.4242,7.74417,0.106068,-1.70558,7.21594,18.7315,0.763931,0.941416
2.91,6.23346,2.06457,0.424316,-0.665122,10.9592,1.54486,0.329429,1.56189,15.9755,3.39677,0.3348,-0.206955,2.7211,11.8698,-0.780195,1.35805,9.46139,11.1875,-0.174921,1.09291,10.9717,8.42573,-1.66512,-0.0855223,3.02665,14.2216,-0.680653,0.735558,14.305,11.6285,1.10308,0.343256,13.4252,7.72711,0.105735,-1.70548,7.22358,18.7409,0.76393,0.941415
2.92,6.2377,2.05792,0.424321,-0.665122,10.9625,1.56048,0.329427,1.56189,15.9788,3.3947,0.334796,-0.206953,2.71329,11.8833,-0.780121,1.35861,9.45964,11.1985,-0.17488,1.09284,10.9551,8.42488,-1.66483,-0.0855416,3.01985,14.2289,-0.680726,0.734996,14.316,11.6319,1.10307,0.343238,13.4263,7.71006,0.105422,-1.70537,7.23122,18.7503,0.76393,0.941414
2.93,6.24195,2.05127,0.424325,-0.665123,10.9658,1.5761,0.329424,1.56189,15.9822,3.39263,0.334792,-0.206951,2.70549,11.8969,-0.780046,1.35918,9.4579,11.2094,-0.174838,1.09277,10.9384,8.42402,-1.66457,-0.0855574,3.01304,14.2363,-0.6808,0.734424,14.327,11.6353,1.10306,0.343221,13.4273,7.693,0.105126,-1.70527,7.23885,18.7597,0.763929,0.941413
2.94,6.24619,2.04462,0.42433,-0.665123,10.9691,1.59172,0.329422,1.5619,15.9855,3.39056,0.334789,-0.206948,2.69769,11.9105,-0.779968,1.35976,9.45615,11.2203,-0.174798,1.09271,10.9218,8.42317,-1.66432,-0.0855698,3.00623,14.2436,-0.680876,0.733841,14.3381,11.6388,1.10305,0.343204,13.4284,7.67595,0.104848,-1.70518,7.24649,18.7691,0.763929,0.941413
2.95,6.25043,2.03797,0.424335,-0.665123,10.9724,1.60734,0.329419,1.5619,15.9889,3.38849,0.334785,-0.206946,2.68989,11.9241,-0.779889,1.36036,9.4544,11.2312,-0.174759,1.09264,10.9052,8.42231,-1.66409,-0.0855792,2.99942,14.251,-0.680954,0.733248,14.3491,11.6422,1.10304,0.343188,13.4294,7.6589,0.104586,-1.70509,7.25413,18.7786,0.763929,0.941412
2.96,6.25468,2.03131,0.424339,-0.665123,10.9757,1.62296,0.329417,1.5619,15.9922,3.38642,0.334781,-0.206944,2.6821,11.9377,-0.779808,1.36096,9.45265,11.2422,-0.17472,1.09257,10.8885,8.42146,-1.66387,-0.0855856,2.99261,14.2583,-0.681034,0.732645,14.3601,11.6456,1.10303,0.343173,13.4305,7.64185,0.104338,-1.705,7.26177,18.788,0.763928,0.941411
2.97,6.25892,2.02466,0.424344,-0.665123,10.979,1.63858,0.329415,1.5619,15.9956,3.38435,0.334777,-0.206941,2.6743,11.9513,-0.779725,1.36158,9.45091,11.2531,-0.174682,1.0925,10.8719,8.4206,-1.66366,-0.0855892,2.9858,14.2656,-0.681116,0.73203,14.3711,11.6491,1.10302,0.343158,13.4315,7.6248,0.104105,-1.70492,7.26941,18.7974,0.763928,0.94141
2.98,6.26316,2.01801,0.424348,-0.665124,10.9823,1.65419,0.329412,1.5619,15.9989,3.38228,0.334774,-0.206939,2.6665,11.965,-0.77964,1.3622,9.44916,11.264,-0.174645,1.09243,10.8552,8.41974,-1.66347,-0.0855901,2.97899,14.2729,-0.6812,0.731404,14.3822,11.6525,1.10301,0.343143,13.4326,7.60775,0.103885,-1.70484,7.27705,18.8068,0.763927,0.94141
2.99,6.26741,2.01136,0.424353,-0.665124,10.9856,1.66981,0.32941,1.5619,16.0023,3.38021,0.33477,-0.206937,2.65871,11.9786,-0.779553,1.36284,9.44741,11.2749,-0.174608,1.09237,10.8386,8.41889,-1.66329,-0.0855885,2.97218,14.2803,-0.681286,0.730767,14.3932,11.6559,1.103,0.343129,13.4336,7.5907,0.103677,-1.70477,7.28469,18.8162,0.763927,0.941409
3,6.27165,2.00471,0.424358,-0.665124,10.9889,1.68543,0.329407,1.56191,16.0056,3.37814,0.334766,-0.206934,2.65091,11.9922,-0.779464,1.36349,9.44567,11.2859,-0.174573,1.0923,10.822,8.41803,-1.66312,-0.0855845,2.96536,14.2876,-0.681374,0.730118,14.4042,11.6594,1.103,0.343116,13.4346,7.57365,0.103481,-1.7047,7.29233,18.8256,0.763926,0.941408
3.01,6.27589,1.99806,0.424362,-0.665124,10.9922,1.70105,0.329405,1.56191,16.0089,3.37607,0.334762,-0.206931,2.64312,12.0059,-0.779373,1.36415,9.44392,11.2968,-0.174538,1.09224,10.8053,8.41718,-1.66296,-0.0855783,2.95855,14.2949,-0.681464,0.729457,14.4153,11.6628,1.10299,0.343103,13.4357,7.55661,0.103296,-1.70463,7.29997,18.835,0.763926,0.941408
3.02,6.28014,1.99141,0.424367,-0.665124,10.9954,1.71667,0.329403,1.56191,16.0123,3.374,0.334758,-0.206929,2.63532,12.0195,-0.779279,1.36482,9.44218,11.3077,-0.174504,1.09217,10.7887,8.41632,-1.66281,-0.08557,2.95173,14.3021,-0.681556,0.728784,14.4263,11.6662,1.10298,0.343091,13.4367,7.53956,0.103121,-1.70456,7.30761,18.8445,0.763926,0.941407
3.03,6.28438,1.98476,0.424372,-0.665124,10.9987,1.73229,0.3294,1.56191,16.0156,3.37193,0.334754,-0.206926,2.62753,12.0332,-0.779183,1.36551,9.44043,11.3186,-0.17447,1.0921,10.7721,8.41547,-1.66267,-0.0855597,2.94492,14.3094,-0.681651,0.728099,14.4373,11.6697,1.10297,0.343079,13.4377,7.52252,0.102956,-1.7045,7.31525,18.8539,0.763925,0.941406
3.04,6.28863,1.9781,0.424377,-0.665124,11.002,1.74791,0.329398,1.56191,16.019,3.36986,0.334749,-0.206924,2.61974,12.0468,-0.779085,1.36621,9.43869,11.3296,-0.174438,1.09204,10.7555,8.41461,-1.66253,-0.0855476,2.9381,14.3167,-0.681748,0.7274,14.4484,11.6731,1.10296,0.343068,13.4388,7.50547,0.1028,-1.70444,7.32289,18.8633,0.763925,0.941406
3.05,6.29287,1.97145,0.424381,-0.665124,11.0053,1.76353,0.329396,1.56192,16.0223,3.36779,0.334745,-0.206921,2.61195,12.0605,-0.778985,1.36692,9.43694,11.3405,-0.174406,1.09198,10.7388,8.41375,-1.66241,-0.0855338,2.93128,14.324,-0.681847,0.726689,14.4594,11.6765,1.10296,0.343056,13.4398,7.48843,0.102652,-1.70438,7.33053,18.8727,0.763924,0.941405
3.06,6.29711,1.9648,0.424386,-0.665124,11.0086,1.77915,0.329393,1.56192,16.0257,3.36573,0.334741,-0.206918,2.60416,12.0742,-0.778882,1.36764,9.4352,11.3514,-0.174375,1.09191,10.7222,8.4129,-1.66229,-0.0855183,2.92446,14.3312,-0.681949,0.725964,14.4704,11.6799,1.10295,0.343046,13.4408,7.47138,0.102512,-1.70433,7.33816,18.8821,0.763924,0.941404
3.07,6.30136,1.95815,0.424391,-0.665124,11.0119,1.79477,0.329391,1.56192,16.029,3.36366,0.334737,-0.206915,2.59637,12.0878,-0.778776,1.36838,9.43345,11.3623,-0.174344,1.09185,10.7056,8.41204,-1.66218,-0.0855013,2.91764,14.3385,-0.682054,0.725225,14.4814,11.6834,1.10294,0.343035,13.4418,7.45434,0.10238,-1.70427,7.3458,18.8915,0.763924,0.941404
3.08,6.3056,1.9515,0.424396,-0.665124,11.0152,1.81039,0.329389,1.56192,16.0324,3.36159,0.334732,-0.206912,2.58858,12.1015,-0.778668,1.36914,9.43171,11.3732,-0.174315,1.09179,10.689,8.41119,-1.66208,-0.0854829,2.91082,14.3457,-0.682161,0.724473,14.4925,11.6868,1.10293,0.343026,13.4429,7.4373,0.102255,-1.70423,7.35344,18.9009,0.763923,0.941403
3.09,6.30984,1.94485,0.4244,-0.665124,11.0185,1.82601,0.329386,1.56192,16.0357,3.35952,0.334728,-0.206909,2.5808,12.1152,-0.778557,1.3699,9.42997,11.3842,-0.174286,1.09172,10.6724,8.41033,-1.66198,-0.0854631,2.904,14.353,-0.682271,0.723706,14.5035,11.6902,1.10293,0.343016,13.4439,7.42026,0.102137,-1.70418,7.36108,18.9104,0.763923,0.941402
3.1,6.31409,1.9382,0.424405,-0.665124,11.0218,1.84162,0.329384,1.56193,16.0391,3.35745,0.334723,-0.206907,2.57301,12.1289,-0.778443,1.37069,9.42823,11.3951,-0.174257,1.09166,10.6557,8.40948,-1.66189,-0.0854422,2.89718,14.3602,-0.682383,0.722924,14.5145,11.6937,1.10292,0.343007,13.4449,7.40322,0.102025,-1.70413,7.36872,18.9198,0.763922,0.941402
3.11,6.31833,1.93155,0.42441,-0.665124,11.0251,1.85724,0.329382,1.56193,16.0424,3.35538,0.334719,-0.206903,2.56523,12.1426,-0.778326,1.37148,9.42648,11.406,-0.17423,1.0916,10.6391,8.40863,-1.6618,-0.0854201,2.89035,14.3674,-0.682499,0.722127,14.5256,11.6971,1.10291,0.342998,13.4459,7.38617,0.101919,-1.70409,7.37636,18.9292,0.763922,0.941401
3.12,6.32258,1.92489,0.424415,-0.665124,11.0284,1.87286,0.32938,1.56193,16.0458,3.35331,0.334714,-0.2069,2.55745,12.1564,-0.778207,1.3723,9.42474,11.4169,-0.174203,1.09154,10.6225,8.40777,-1.66172,-0.085397,2.88353,14.3747,-0.682617,0.721315,14.5366,11.7005,1.10291,0.342989,13.4469,7.36913,0.101818,-1.70405,7.384,18.9386,0.763922,0.941401
3.13,6.32682,1.91824,0.42442,-0.665124,11.0317,1.88848,0.329377,1.56193,16.0491,3.35124,0.33471,-0.206897,2.54967,12.1701,-0.778084,1.37312,9.423,11.4278,-0.174176,1.09148,10.6059,8.40692,-1.66165,-0.0853729,2.8767,14.3819,-0.682739,0.720487,14.5476,11.704,1.1029,0.342981,13.4479,7.35209,0.101723,-1.70401,7.39164,18.948,0.763921,0.9414
3.14,6.33107,1.91159,0.424425,-0.665124,11.035,1.9041,0.329375,1.56193,16.0525,3.34917,0.334705,-0.206894,2.54188,12.1838,-0.777959,1.37397,9.42126,11.4387,-0.174151,1.09142,10.5893,8.40606,-1.66157,-0.0853479,2.86987,14.3891,-0.682863,0.719642,14.5586,11.7074,1.1029,0.342973,13.449,7.33505,0.101633,-1.70397,7.39928,18.9574,0.763921,0.941399
3.15,6.33531,1.90494,0.424429,-0.665123,11.0383,1.91972,0.329373,1.56194,16.0558,3.3471,0.3347,-0.206891,2.53411,12.1976,-0.77783,1.37483,9.41952,11.4496,-0.174126,1.09136,10.5726,8.40521,-1.66151,-0.0853222,2.86304,14.3963,-0.682991,0.718781,14.5697,11.7108,1.10289,0.342965,13.45,7.31801,0.101547,-1.70394,7.40692,18.9668,0.76392,0.941399
3.16,6.33955,1.89829,0.424434,-0.665123,11.0416,1.93534,0.329371,1.56194,16.0592,3.34503,0.334695,-0.206888,2.52633,12.2113,-0.777698,1.37571,9.41778,11.4606,-0.174102,1.09131,10.556,8.40436,-1.66144,-0.0852956,2.85621,14.4034,-0.683122,0.717903,14.5807,11.7142,1.10288,0.342957,13.451,7.30097,0.101466,-1.7039,7.41456,18.9762,0.76392,0.941398
3.17,6.3438,1.89164,0.424439,-0.665123,11.0449,1.95096,0.329369,1.56194,16.0625,3.34297,0.33469,-0.206884,2.51855,12.2251,-0.777562,1.3766,9.41603,11.4715,-0.174078,1.09125,10.5394,8.40351,-1.66138,-0.0852684,2.84938,14.4106,-0.683257,0.717008,14.5917,11.7177,1.10288,0.34295,13.452,7.28394,0.101389,-1.70387,7.4222,18.9857,0.76392,0.941398
3.18,6.34804,1.88499,0.424444,-0.665123,11.0481,1.96658,0.329367,1.56194,16.0659,3.3409,0.334686,-0.206881,2.51078,12.2388,-0.777423,1.37752,9.41429,11.4824,-0.174055,1.09119,10.5228,8.40265,-1.66133,-0.0852407,2.84255,14.4178,-0.683395,0.716095,14.6028,11.7211,1.10287,0.342943,13.453,7.2669,0.101316,-1.70384,7.42984,18.9951,0.763919,0.941397
3.19,6.35229,1.87834,0.424449,-0.665122,11.0514,1.9822,0.329365,1.56194,16.0692,3.33883,0.334681,-0.206877,2.503,12.2526,-0.77728,1.37845,9.41255,11.4933,-0.174033,1.09114,10.5062,8.4018,-1.66127,-0.0852123,2.83571,14.4249,-0.683537,0.715163,14.6138,11.7245,1.10287,0.342936,13.454,7.24986,0.101247,-1.70381,7.43747,19.0045,0.763919,0.941396
3.2,6.35653,1.87169,0.424454,-0.665122,11.0547,1.99782,0.329363,1.56195,16.0725,3.33676,0.334675,-0.206874,2.49523,12.2664,-0.777134,1.3794,9.41081,11.5042,-0.174011,1.09108,10.4896,8.40095,-1.66122,-0.0851835,2.82888,14.4321,-0.683682,0.714213,14.6248,11.728,1.10286,0.34293,13.4551,7.23282,0.101181,-1.70378,7.44511,19.0139,0.763919,0.941396
3.21,6.36078,1.86503,0.424459,-0.665122,11.058,2.01344,0.329361,1.56195,16.0759,3.33469,0.33467,-0.20687,2.48746,12.2802,-0.776983,1.38037,9.40907,11.5151,-0.17399,1.09103,10.473,8.4001,-1.66117,-0.0851542,2.82204,14.4392,-0.683831,0.713243,14.6359,11.7314,1.10286,0.342924,13.4561,7.21578,0.101119,-1.70376,7.45275,19.0233,0.763918,0.941395
3.22,6.36502,1.85838,0.424464,-0.665121,11.0613,2.02906,0.329359,1.56195,16.0792,3.33262,0.334665,-0.206867,2.47969,12.294,-0.776829,1.38136,9.40733,11.526,-0.173969,1.09097,10.4564,8.39925,-1.66113,-0.0851246,2.8152,14.4464,-0.683985,0.712253,14.6469,11.7348,1.10285,0.342918,13.4571,7.19875,0.10106,-1.70373,7.46039,19.0327,0.763918,0.941395
3.23,6.36927,1.85173,0.424469,-0.665121,11.0646,2.04468,0.329357,1.56195,16.0826,3.33055,0.33466,-0.206863,2.47192,12.3078,-0.776671,1.38237,9.40559,11.5369,-0.173949,1.09092,10.4397,8.39839,-1.66108,-0.0850946,2.80836,14.4535,-0.684142,0.711243,14.6579,11.7382,1.10285,0.342912,13.4581,7.18171,0.101004,-1.70371,7.46803,19.0421,0.763918,0.941394
3.24,6.37351,1.84508,0.424473,-0.66512,11.0679,2.0603,0.329355,1.56195,16.0859,3.32848,0.334654,-0.206859,2.46416,12.3217,-0.776508,1.3834,9.40385,11.5478,-0.17393,1.09086,10.4231,8.39754,-1.66104,-0.0850643,2.80152,14.4606,-0.684304,0.710213,14.6689,11.7417,1.10284,0.342906,13.4591,7.16467,0.10095,-1.70369,7.47567,19.0516,0.763917,0.941393
3.25,6.37775,1.83843,0.424478,-0.66512,11.0712,2.07592,0.329353,1.56196,16.0893,3.32642,0.334649,-0.206855,2.45639,12.3355,-0.776341,1.38445,9.40212,11.5588,-0.173911,1.09081,10.4065,8.39669,-1.66101,-0.0850338,2.79467,14.4677,-0.684469,0.709161,14.68,11.7451,1.10284,0.3429,13.4601,7.14764,0.1009,-1.70367,7.48331,19.061,0.763917,0.941393
3.26,6.382,1.83178,0.424483,-0.66512,11.0745,2.09154,0.329351,1.56196,16.0926,3.32435,0.334643,-0.206851,2.44863,12.3494,-0.77617,1.38553,9.40038,11.5697,-0.173893,1.09076,10.3899,8.39584,-1.66097,-0.0850031,2.78783,14.4748,-0.68464,0.708086,14.691,11.7485,1.10283,0.342895,13.4611,7.1306,0.100852,-1.70365,7.49095,19.0704,0.763917,0.941392
3.27,6.38624,1.82513,0.424488,-0.665119,11.0778,2.10715,0.329349,1.56196,16.096,3.32228,0.334638,-0.206847,2.44087,12.3632,-0.775994,1.38662,9.39864,11.5806,-0.173875,1.09071,10.3733,8.39499,-1.66094,-0.0849723,2.78098,14.4818,-0.684815,0.70699,14.702,11.752,1.10283,0.34289,13.4621,7.11356,0.100806,-1.70363,7.49859,19.0798,0.763916,0.941392
3.28,6.39049,1.81848,0.424493,-0.665119,11.0811,2.12277,0.329347,1.56196,16.0993,3.32021,0.334632,-0.206843,2.43311,12.3771,-0.775813,1.38774,9.3969,11.5915,-0.173858,1.09066,10.3567,8.39414,-1.6609,-0.0849413,2.77413,14.4889,-0.684995,0.70587,14.713,11.7554,1.10282,0.342885,13.4631,7.09653,0.100763,-1.70361,7.50623,19.0892,0.763916,0.941391
3.29,6.39473,1.81182,0.424498,-0.665118,11.0844,2.13839,0.329346,1.56197,16.1027,3.31814,0.334626,-0.206839,2.42535,12.391,-0.775628,1.38889,9.39516,11.6024,-0.173841,1.09061,10.3401,8.39329,-1.66087,-0.0849103,2.76728,14.496,-0.685179,0.704727,14.7241,11.7588,1.10282,0.34288,13.4641,7.07949,0.100722,-1.70359,7.51387,19.0986,0.763916,0.941391
3.3,6.39898,1.80517,0.424503,-0.665118,11.0877,2.15401,0.329344,1.56197,16.106,3.31607,0.334621,-0.206835,2.4176,12.4049,-0.775437,1.39006,9.39342,11.6133,-0.173825,1.09056,10.3235,8.39244,-1.66084,-0.0848792,2.76043,14.503,-0.685369,0.703559,14.7351,11.7623,1.10282,0.342875,13.4651,7.06245,0.100682,-1.70358,7.52151,19.108,0.763916,0.94139
3.31,6.40322,1.79852,0.424508,-0.665117,11.091,2.16963,0.329342,1.56197,16.1094,3.31401,0.334615,-0.206831,2.40985,12.4188,-0.775241,1.39125,9.39168,11.6242,-0.173809,1.09051,10.3069,8.3916,-1.66082,-0.084848,2.75357,14.51,-0.685564,0.702366,14.7461,11.7657,1.10281,0.342871,13.4661,7.04542,0.100645,-1.70356,7.52914,19.1175,0.763915,0.94139
3.32,6.40747,1.79187,0.424512,-0.665116,11.0943,2.18525,0.329341,1.56197,16.1127,3.31194,0.334609,-0.206826,2.40209,12.4327,-0.77504,1.39247,9.38995,11.6351,-0.173794,1.09046,10.2903,8.39075,-1.66079,-0.0848169,2.74672,14.517,-0.685764,0.701147,14.7572,11.7691,1.10281,0.342867,13.4672,7.02838,0.10061,-1.70355,7.53678,19.1269,0.763915,0.941389
3.33,6.41171,1.78522,0.424517,-0.665116,11.0976,2.20087,0.329339,1.56198,16.116,3.30987,0.334603,-0.206822,2.39435,12.4466,-0.774833,1.39371,9.38821,11.646,-0.17378,1.09042,10.2737,8.3899,-1.66077,-0.0847859,2.73986,14.524,-0.68597,0.699901,14.7682,11.7725,1.1028,0.342862,13.4682,7.01135,0.100576,-1.70353,7.54442,19.1363,0.763915,0.941389
3.34,6.41596,1.77857,0.424522,-0.665115,11.1008,2.21649,0.329338,1.56198,16.1194,3.3078,0.334597,-0.206817,2.3866,12.4606,-0.77462,1.39499,9.38647,11.6569,-0.173766,1.09037,10.257,8.38905,-1.66074,-0.0847549,2.733,14.531,-0.686182,0.698629,14.7792,11.776,1.1028,0.342858,13.4692,6.99431,0.100545,-1.70352,7.55206,19.1457,0.763914,0.941388
3.35,6.42021,1.77192,0.424527,-0.665114,11.1041,2.23211,0.329337,1.56198,16.1227,3.30573,0.33459,-0.206813,2.37885,12.4745,-0.774401,1.39629,9.38473,11.6678,-0.173752,1.09033,10.2404,8.3882,-1.66072,-0.084724,2.72613,14.538,-0.6864,0.697328,14.7902,11.7794,1.1028,0.342854,13.4702,6.97728,0.100514,-1.70351,7.5597,19.1551,0.763914,0.941388
3.36,6.42445,1.76527,0.424532,-0.665114,11.1074,2.24773,0.329335,1.56198,16.1261,3.30366,0.334584,-0.206808,2.37111,12.4885,-0.774176,1.39762,9.38299,11.6787,-0.173739,1.09028,10.2238,8.38736,-1.6607,-0.0846932,2.71927,14.545,-0.686624,0.695998,14.8013,11.7828,1.10279,0.34285,13.4712,6.96024,0.100486,-1.7035,7.56734,19.1645,0.763914,0.941387
3.37,6.4287,1.75862,0.424537,-0.665113,11.1107,2.26335,0.329334,1.56199,16.1294,3.3016,0.334578,-0.206803,2.36337,12.5025,-0.773945,1.39898,9.38126,11.6896,-0.173726,1.09024,10.2072,8.38651,-1.66068,-0.0846625,2.7124,14.5519,-0.686854,0.694639,14.8123,11.7863,1.10279,0.342847,13.4722,6.94321,0.100458,-1.70349,7.57498,19.1739,0.763913,0.941387
3.38,6.43294,1.75196,0.424541,-0.665112,11.114,2.27897,0.329333,1.56199,16.1328,3.29953,0.334571,-0.206799,2.35563,12.5165,-0.773707,1.40037,9.37952,11.7005,-0.173713,1.09019,10.1906,8.38566,-1.66066,-0.0846321,2.70553,14.5589,-0.687091,0.693249,14.8233,11.7897,1.10279,0.342843,13.4732,6.92617,0.100432,-1.70348,7.58262,19.1834,0.763913,0.941386
