t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9
4.75,7.0149,0.840874,0.424933,-0.664945,11.5721,4.4231,0.36628,1.57573,16.5898,3.0172,0.331783,-0.204904,1.18621,14.2626,-1.09142,0.610475,9.14182,13.192,-0.173514,1.0881,7.91614,8.27131,-1.65998,-0.0830237,1.87373,15.681,-0.369279,1.48314,16.334,12.2592,1.10262,0.342718,13.6041,4.58775,0.0650901,-1.71858,8.62916,18.5275,0.763891,-0.94146
4.76,7.01914,0.834224,0.424934,-0.664944,11.5757,4.43886,0.367885,1.57585,16.5931,3.01515,0.331738,-0.204881,1.17531,14.2687,-1.08773,0.618078,9.14009,13.2029,-0.173514,1.0881,7.89954,8.27047,-1.65997,-0.0830228,1.87002,15.6958,-0.372972,1.47554,16.345,12.2627,1.10262,0.342718,13.6047,4.57056,0.0635282,-1.71872,8.6368,18.5181,0.763891,-0.941462
4.77,7.02339,0.827575,0.424935,-0.664943,11.5794,4.45462,0.369519,1.57594,16.5965,3.0131,0.331692,-0.204858,1.16446,14.2749,-1.08418,0.625361,9.13835,13.2138,-0.173515,1.0881,7.88294,8.26964,-1.65997,-0.0830219,1.86627,15.7105,-0.376525,1.46826,16.356,12.2661,1.10262,0.342718,13.6054,4.55338,0.061937,-1.71884,8.64444,18.5087,0.763891,-0.941464
4.78,7.02764,0.820926,0.424936,-0.664942,11.5831,4.47038,0.37118,1.57601,16.5998,3.01105,0.331646,-0.204835,1.15363,14.2812,-1.08076,0.632345,9.13662,13.2247,-0.173516,1.0881,7.86634,8.26881,-1.65997,-0.0830211,1.86249,15.7252,-0.379945,1.46128,16.3671,12.2695,1.10262,0.342718,13.606,4.53619,0.0603192,-1.71893,8.65208,18.4993,0.763891,-0.941467
4.79,7.03189,0.814276,0.424937,-0.664941,11.5868,4.48614,0.372866,1.57605,16.6031,3.009,0.331599,-0.204812,1.14284,14.2876,-1.07746,0.639044,9.13488,13.2355,-0.173517,1.0881,7.84974,8.26798,-1.65997,-0.0830203,1.85867,15.7398,-0.383241,1.45458,16.3781,12.273,1.10262,0.342717,13.6066,4.519,0.0586774,-1.71899,8.65972,18.4899,0.763891,-0.941469
4.8,7.03614,0.807627,0.424938,-0.66494,11.5906,4.5019,0.374573,1.57607,16.6064,3.00695,0.331552,-0.204788,1.13208,14.294,-1.07428,0.645475,9.13315,13.2464,-0.173518,1.0881,7.83314,8.26715,-1.65996,-0.0830195,1.85482,15.7543,-0.386417,1.44814,16.3891,12.2764,1.10262,0.342717,13.6072,4.50181,0.0570147,-1.71903,8.66736,18.4805,0.763891,-0.941471
4.81,7.04039,0.800977,0.424939,-0.664939,11.5943,4.51766,0.376299,1.57605,16.6097,3.00491,0.331505,-0.204765,1.12135,14.3005,-1.07122,0.651653,9.13141,13.2573,-0.173519,1.0881,7.81654,8.26632,-1.65996,-0.0830188,1.85094,15.7687,-0.38948,1.44197,16.4001,12.2798,1.10262,0.342717,13.6077,4.48462,0.055334,-1.71904,8.675,18.471,0.763891,-0.941473
4.82,7.04464,0.794328,0.42494,-0.664938,11.5981,4.53342,0.37804,1.57601,16.613,3.00286,0.331457,-0.204742,1.11066,14.307,-1.06826,0.657589,9.12968,13.2682,-0.173519,1.0881,7.79994,8.26549,-1.65996,-0.0830181,1.84703,15.7831,-0.392435,1.43603,16.4112,12.2832,1.10262,0.342717,13.6083,4.46743,0.0536387,-1.71902,8.68263,18.4616,0.763891,-0.941476
4.83,7.04889,0.787679,0.424941,-0.664938,11.6019,4.54918,0.379792,1.57594,16.6163,3.00081,0.331408,-0.204719,1.09999,14.3136,-1.06541,0.663298,9.12794,13.2791,-0.17352,1.0881,7.78334,8.26466,-1.65996,-0.0830175,1.84309,15.7974,-0.395288,1.43032,16.4222,12.2867,1.10262,0.342717,13.6088,4.45024,0.051932,-1.71897,8.69027,18.4522,0.763891,-0.941478
4.84,7.05314,0.781029,0.424942,-0.664937,11.6057,4.56494,0.381553,1.57584,16.6197,2.99876,0.331359,-0.204696,1.08935,14.3203,-1.06265,0.668791,9.12621,13.29,-0.173521,1.0881,7.76674,8.26383,-1.65995,-0.0830168,1.83913,15.8117,-0.398044,1.42483,16.4332,12.2901,1.10262,0.342717,13.6093,4.43305,0.0502174,-1.71889,8.69791,18.4428,0.763891,-0.941481
4.85,7.05739,0.77438,0.424943,-0.664936,11.6095,4.58069,0.383319,1.57571,16.623,2.99672,0.331309,-0.204672,1.07873,14.327,-1.05999,0.674078,9.12447,13.3008,-0.173522,1.0881,7.75014,8.263,-1.65995,-0.0830162,1.83513,15.8259,-0.400707,1.41954,16.4443,12.2935,1.10262,0.342717,13.6098,4.41586,0.0484984,-1.71878,8.70555,18.4334,0.763891,-0.941483
4.86,7.06164,0.76773,0.424944,-0.664935,11.6134,4.59645,0.385087,1.57555,16.6263,2.99467,0.331259,-0.204649,1.06815,14.3338,-1.05742,0.679171,9.12274,13.3117,-0.173523,1.0881,7.73354,8.26217,-1.65995,-0.0830156,1.83111,15.8401,-0.403281,1.41445,16.4553,12.2969,1.10262,0.342717,13.6103,4.39867,0.0467785,-1.71864,8.71319,18.424,0.763891,-0.941486
4.87,7.06589,0.761081,0.424945,-0.664934,11.6172,4.61221,0.386852,1.57536,16.6296,2.99262,0.331209,-0.204626,1.05759,14.3406,-1.05493,0.684079,9.121,13.3226,-0.173524,1.0881,7.71694,8.26134,-1.65995,-0.0830151,1.82707,15.8542,-0.405771,1.40954,16.4663,12.3004,1.10262,0.342716,13.6107,4.38149,0.0450613,-1.71847,8.72083,18.4146,0.76389,-0.941489
4.88,7.07014,0.754432,0.424946,-0.664933,11.6211,4.62796,0.388612,1.57514,16.6329,2.99058,0.331158,-0.204603,1.04705,14.3475,-1.05252,0.688811,9.11927,13.3335,-0.173524,1.0881,7.70035,8.26051,-1.65995,-0.0830146,1.823,15.8683,-0.408181,1.40481,16.4773,12.3038,1.10262,0.342716,13.6112,4.3643,0.0433502,-1.71828,8.72847,18.4051,0.76389,-0.941492
4.89,7.07439,0.747782,0.424946,-0.664932,11.625,4.64371,0.390362,1.57489,16.6362,2.98853,0.331106,-0.20458,1.03654,14.3544,-1.05018,0.693375,9.11753,13.3444,-0.173525,1.0881,7.68375,8.25968,-1.65994,-0.0830141,1.8189,15.8823,-0.410514,1.40024,16.4884,12.3072,1.10262,0.342716,13.6116,4.34712,0.0416489,-1.71805,8.73611,18.3957,0.76389,-0.941495
4.9,7.07864,0.741133,0.424947,-0.664932,11.6289,4.65946,0.392099,1.57462,16.6395,2.98649,0.331055,-0.204557,1.02604,14.3613,-1.04792,0.69778,9.1158,13.3552,-0.173526,1.0881,7.66715,8.25885,-1.65994,-0.0830136,1.81479,15.8963,-0.412773,1.39584,16.4994,12.3107,1.10262,0.342716,13.612,4.32994,0.0399606,-1.7178,8.74375,18.3863,0.76389,-0.941498
4.91,7.08289,0.734484,0.424948,-0.664931,11.6328,4.6752,0.393821,1.57432,16.6428,2.98444,0.331002,-0.204534,1.01558,14.3683,-1.04573,0.702033,9.11406,13.3661,-0.173527,1.08811,7.65055,8.25802,-1.65994,-0.0830132,1.81065,15.9103,-0.414962,1.39159,16.5104,12.3141,1.10262,0.342716,13.6124,4.31277,0.0382889,-1.71752,8.75138,18.3769,0.76389,-0.941501
4.92,7.08714,0.727835,0.424949,-0.66493,11.6368,4.69094,0.395524,1.57399,16.6462,2.9824,0.330949,-0.204511,1.00513,14.3754,-1.04361,0.706141,9.11233,13.377,-0.173528,1.08811,7.63395,8.25719,-1.65994,-0.0830128,1.80649,15.9241,-0.417083,1.38748,16.5214,12.3175,1.10262,0.342716,13.6128,4.29559,0.0366368,-1.71722,8.75902,18.3675,0.76389,-0.941504
4.93,7.09139,0.721185,0.42495,-0.664929,11.6407,4.70668,0.397204,1.57364,16.6495,2.98035,0.330896,-0.204489,0.994704,14.3825,-1.04155,0.710111,9.11059,13.3879,-0.173528,1.08811,7.61735,8.25636,-1.65994,-0.0830124,1.80231,15.938,-0.41914,1.38351,16.5325,12.3209,1.10262,0.342716,13.6131,4.27842,0.0350075,-1.71689,8.76666,18.3581,0.76389,-0.941507
4.94,7.09563,0.714536,0.424951,-0.664928,11.6447,4.72241,0.398858,1.57327,16.6528,2.97831,0.330843,-0.204466,0.984299,14.3896,-1.03956,0.71395,9.10885,13.3988,-0.173529,1.08811,7.60075,8.25553,-1.65993,-0.083012,1.79811,15.9518,-0.421136,1.37967,16.5435,12.3244,1.10262,0.342716,13.6135,4.26125,0.033404,-1.71654,8.7743,18.3486,0.76389,-0.94151
4.95,7.09988,0.707887,0.424951,-0.664927,11.6487,4.73815,0.400485,1.57287,16.6561,2.97626,0.330788,-0.204443,0.973913,14.3967,-1.03762,0.717662,9.10712,13.4096,-0.17353,1.08811,7.58415,8.2547,-1.65993,-0.0830116,1.79389,15.9656,-0.423073,1.37596,16.5545,12.3278,1.10262,0.342715,13.6138,4.24409,0.031829,-1.71616,8.78194,18.3392,0.76389,-0.941514
4.96,7.10413,0.701237,0.424952,-0.664927,11.6527,4.75387,0.402081,1.57246,16.6594,2.97422,0.330734,-0.204421,0.963546,14.4039,-1.03574,0.721253,9.10538,13.4205,-0.173531,1.08811,7.56755,8.25387,-1.65993,-0.0830113,1.78965,15.9793,-0.424953,1.37237,16.5655,12.3312,1.10262,0.342715,13.6141,4.22693,0.0302851,-1.71577,8.78958,18.3298,0.76389,-0.941517
4.97,7.10838,0.694588,0.424953,-0.664926,11.6568,4.76959,0.403644,1.57203,16.6627,2.97217,0.330679,-0.204399,0.953198,14.4112,-1.03391,0.724729,9.10365,13.4314,-0.173531,1.08811,7.55095,8.25304,-1.65993,-0.083011,1.78539,15.993,-0.426778,1.36889,16.5766,12.3346,1.10261,0.342715,13.6144,4.20978,0.0287746,-1.71536,8.79722,18.3204,0.76389,-0.941521
4.98,7.11263,0.687939,0.424954,-0.664925,11.6608,4.78531,0.405172,1.57158,16.666,2.97013,0.330624,-0.204376,0.942868,14.4184,-1.03214,0.728096,9.10191,13.4423,-0.173532,1.08812,7.53435,8.25221,-1.65992,-0.0830107,1.78111,16.0067,-0.428551,1.36552,16.5876,12.3381,1.10261,0.342715,13.6147,4.19262,0.0272999,-1.71493,8.80486,18.311,0.76389,-0.941525
4.99,7.11688,0.68129,0.424954,-0.664924,11.6649,4.80103,0.406663,1.57111,16.6693,2.96809,0.330568,-0.204354,0.932555,14.4257,-1.03042,0.731356,9.10018,13.4532,-0.173533,1.08812,7.51775,8.25138,-1.65992,-0.0830104,1.77682,16.0204,-0.430275,1.36226,16.5986,12.3415,1.10261,0.342715,13.615,4.17548,0.0258627,-1.71449,8.8125,18.3016,0.76389,-0.941528
5,7.12113,0.67464,0.424955,-0.664924,11.6689,4.81673,0.408114,1.57063,16.6726,2.96604,0.330512,-0.204332,0.922259,14.4331,-1.02874,0.734516,9.09844,13.464,-0.173534,1.08812,7.50115,8.25055,-1.65992,-0.0830101,1.7725,16.034,-0.43195,1.3591,16.6096,12.3449,1.10261,0.342715,13.6152,4.15833,0.0244649,-1.71403,8.82013,18.2922,0.76389,-0.941532
5.01,7.12538,0.667991,0.424956,-0.664923,11.673,4.83244,0.409526,1.57014,16.6759,2.964,0.330455,-0.20431,0.91198,14.4404,-1.02711,0.737578,9.09671,13.4749,-0.173534,1.08812,7.48455,8.24972,-1.65992,-0.0830098,1.76818,16.0475,-0.433578,1.35604,16.6207,12.3484,1.10261,0.342715,13.6154,4.1412,0.0231079,-1.71356,8.82777,18.2827,0.76389,-0.941536
5.02,7.12963,0.661342,0.424957,-0.664922,11.6771,4.84814,0.410895,1.56964,16.6792,2.96196,0.330398,-0.204288,0.901717,14.4478,-1.02553,0.740548,9.09497,13.4858,-0.173535,1.08812,7.46795,8.24889,-1.65992,-0.0830096,1.76383,16.0611,-0.435162,1.35307,16.6317,12.3518,1.10261,0.342715,13.6157,4.12406,0.0217931,-1.71308,8.83541,18.2733,0.76389,-0.941541
5.03,7.13388,0.654693,0.424957,-0.664921,11.6812,4.86383,0.412222,1.56914,16.6825,2.95991,0.330341,-0.204267,0.891469,14.4552,-1.02398,0.743428,9.09324,13.4967,-0.173536,1.08813,7.45136,8.24806,-1.65991,-0.0830094,1.75947,16.0746,-0.436704,1.35019,16.6427,12.3552,1.10261,0.342715,13.6159,4.10694,0.0205213,-1.7126,8.84305,18.2639,0.76389,-0.941545
5.04,7.13813,0.648043,0.424958,-0.664921,11.6854,4.87952,0.413505,1.56862,16.6858,2.95787,0.330283,-0.204245,0.881237,14.4627,-1.02248,0.746223,9.0915,13.5076,-0.173537,1.08813,7.43476,8.24723,-1.65991,-0.0830092,1.7551,16.0881,-0.438204,1.3474,16.6538,12.3586,1.10261,0.342714,13.6161,4.08981,0.0192936,-1.7121,8.85069,18.2545,0.76389,-0.941549
5.05,7.14238,0.641394,0.424959,-0.66492,11.6895,4.8952,0.414744,1.56811,16.6891,2.95583,0.330225,-0.204224,0.871019,14.4702,-1.02102,0.748935,9.08977,13.5185,-0.173537,1.08813,7.41816,8.2464,-1.65991,-0.083009,1.75071,16.1015,-0.439664,1.34468,16.6648,12.3621,1.10261,0.342714,13.6163,4.07269,0.0181104,-1.71161,8.85833,18.2451,0.76389,-0.941554
5.06,7.14663,0.634745,0.42496,-0.664919,11.6937,4.91088,0.415938,1.56759,16.6924,2.95379,0.330167,-0.204203,0.860816,14.4777,-1.0196,0.751569,9.08803,13.5293,-0.173538,1.08814,7.40156,8.24557,-1.65991,-0.0830088,1.74631,16.115,-0.441086,1.34205,16.6758,12.3655,1.10261,0.342714,13.6164,4.05558,0.0169722,-1.71111,8.86597,18.2357,0.76389,-0.941559
5.07,7.15088,0.628096,0.42496,-0.664918,11.6978,4.92656,0.417088,1.56706,16.6957,2.95174,0.330108,-0.204182,0.850627,14.4852,-1.01822,0.754127,9.0863,13.5402,-0.173539,1.08814,7.38496,8.24474,-1.65991,-0.0830086,1.74189,16.1284,-0.442471,1.33949,16.6868,12.3689,1.10261,0.342714,13.6166,4.03847,0.0158791,-1.7106,8.87361,18.2262,0.76389,-0.941564
5.08,7.15513,0.621447,0.424961,-0.664918,11.702,4.94222,0.418193,1.56654,16.699,2.9497,0.330049,-0.204161,0.840452,14.4927,-1.01687,0.756612,9.08456,13.5511,-0.17354,1.08814,7.36836,8.24391,-1.6599,-0.0830084,1.73746,16.1418,-0.44382,1.33701,16.6979,12.3723,1.10261,0.342714,13.6168,4.02137,0.0148312,-1.7101,8.88125,18.2168,0.76389,-0.941568
5.09,7.15938,0.614798,0.424962,-0.664917,11.7062,4.95789,0.419253,1.56602,16.7023,2.94766,0.32999,-0.204141,0.83029,14.5003,-1.01555,0.759026,9.08282,13.562,-0.17354,1.08815,7.35176,8.24308,-1.6599,-0.0830083,1.73301,16.1551,-0.445135,1.33459,16.7089,12.3758,1.10261,0.342714,13.6169,4.00427,0.0138282,-1.7096,8.88888,18.2074,0.76389,-0.941574
5.1,7.16363,0.608148,0.424962,-0.664916,11.7104,4.97354,0.420269,1.56551,16.7056,2.94562,0.32993,-0.20412,0.820141,14.5079,-1.01427,0.761373,9.08109,13.5729,-0.173541,1.08815,7.33516,8.24225,-1.6599,-0.0830081,1.72855,16.1685,-0.446417,1.33225,16.7199,12.3792,1.10261,0.342714,13.617,3.98718,0.0128698,-1.70911,8.89652,18.198,0.76389,-0.941579
5.11,7.16788,0.601499,0.424963,-0.664916,11.7146,4.9892,0.421241,1.56499,16.7089,2.94358,0.32987,-0.2041,0.810004,14.5155,-1.01302,0.763655,9.07935,13.5837,-0.173542,1.08815,7.31856,8.24142,-1.6599,-0.083008,1.72408,16.1818,-0.447666,1.32996,16.7309,12.3826,1.10261,0.342714,13.6172,3.97009,0.0119555,-1.70861,8.90416,18.1886,0.76389,-0.941584
5.12,7.17213,0.59485,0.424964,-0.664915,11.7188,5.00484,0.42217,1.56449,16.7122,2.94154,0.32981,-0.20408,0.79988,14.5232,-1.0118,0.765874,9.07762,13.5946,-0.173542,1.08816,7.30196,8.24059,-1.6599,-0.0830078,1.7196,16.1951,-0.448885,1.32775,16.742,12.3861,1.10261,0.342714,13.6173,3.953,0.0110847,-1.70813,8.9118,18.1792,0.76389,-0.94159
5.13,7.17638,0.588201,0.424964,-0.664914,11.723,5.02049,0.423057,1.56399,16.7155,2.9395,0.32975,-0.20406,0.789768,14.5309,-1.01061,0.768032,9.07588,13.6055,-0.173543,1.08816,7.28537,8.23976,-1.6599,-0.0830077,1.71511,16.2083,-0.450074,1.32559,16.753,12.3895,1.10261,0.342714,13.6174,3.93592,0.0102565,-1.70765,8.91944,18.1698,0.76389,-0.941596
5.14,7.18063,0.581552,0.424965,-0.664914,11.7273,5.03612,0.423902,1.5635,16.7188,2.93746,0.329689,-0.204041,0.779668,14.5385,-1.00945,0.770132,9.07415,13.6164,-0.173544,1.08817,7.26877,8.23893,-1.65989,-0.0830076,1.7106,16.2216,-0.451234,1.32349,16.764,12.3929,1.10261,0.342713,13.6175,3.91885,0.0094702,-1.70717,8.92708,18.1603,0.76389,-0.941602
5.15,7.18488,0.574903,0.424965,-0.664913,11.7315,5.05176,0.424706,1.56301,16.7221,2.93542,0.329628,-0.204021,0.769579,14.5463,-1.00832,0.772176,9.07241,13.6273,-0.173544,1.08817,7.25217,8.2381,-1.65989,-0.0830075,1.70608,16.2348,-0.452365,1.32144,16.775,12.3963,1.10261,0.342713,13.6176,3.90178,0.0087247,-1.70671,8.93472,18.1509,0.76389,-0.941608
5.16,7.18913,0.568254,0.424966,-0.664912,11.7358,5.06738,0.425471,1.56254,16.7254,2.93338,0.329566,-0.204002,0.759502,14.554,-1.00721,0.774166,9.07068,13.6382,-0.173545,1.08818,7.23557,8.23727,-1.65989,-0.0830074,1.70155,16.248,-0.45347,1.31945,16.7861,12.3998,1.10261,0.342713,13.6177,3.88472,0.00801897,-1.70625,8.94236,18.1415,0.76389,-0.941614
5.17,7.19338,0.561604,0.424967,-0.664912,11.74,5.08301,0.426198,1.56208,16.7287,2.93134,0.329505,-0.203983,0.749435,14.5617,-1.00613,0.776104,9.06894,13.649,-0.173546,1.08818,7.21897,8.23644,-1.65989,-0.0830073,1.69701,16.2612,-0.454549,1.31752,16.7971,12.4032,1.10261,0.342713,13.6177,3.86766,0.00735187,-1.70581,8.95,18.1321,0.76389,-0.941621
5.18,7.19762,0.554955,0.424967,-0.664911,11.7443,5.09863,0.426887,1.56162,16.732,2.9293,0.329443,-0.203965,0.739379,14.5695,-1.00508,0.777991,9.06721,13.6599,-0.173546,1.08819,7.20237,8.23561,-1.65989,-0.0830072,1.69246,16.2744,-0.455602,1.31563,16.8081,12.4066,1.10261,0.342713,13.6178,3.8506,0.0067222,-1.70537,8.95763,18.1227,0.76389,-0.941628
5.19,7.20187,0.548306,0.424968,-0.66491,11.7486,5.11424,0.427541,1.56118,16.7353,2.92726,0.329381,-0.203946,0.729333,14.5773,-1.00405,0.779829,9.06547,13.6708,-0.173547,1.08819,7.18577,8.23478,-1.65988,-0.0830071,1.6879,16.2875,-0.456631,1.31379,16.8191,12.41,1.10261,0.342713,13.6179,3.83355,0.00612874,-1.70495,8.96527,18.1133,0.76389,-0.941635
5.2,7.20612,0.541657,0.424969,-0.66491,11.7529,5.12985,0.42816,1.56075,16.7386,2.92522,0.329319,-0.203928,0.719298,14.5851,-1.00304,0.78162,9.06373,13.6817,-0.173547,1.0882,7.16917,8.23395,-1.65988,-0.083007,1.68333,16.3006,-0.457636,1.312,16.8302,12.4135,1.10261,0.342713,13.6179,3.8165,0.0055702,-1.70454,8.97291,18.1038,0.76389,-0.941642
5.21,7.21037,0.535008,0.424969,-0.664909,11.7571,5.14545,0.428745,1.56033,16.7419,2.92318,0.329256,-0.20391,0.709272,14.5929,-1.00206,0.783365,9.062,13.6926,-0.173548,1.08821,7.15257,8.23312,-1.65988,-0.083007,1.67875,16.3137,-0.458617,1.31025,16.8412,12.4169,1.10261,0.342713,13.618,3.79946,0.00504528,-1.70414,8.98055,18.0944,0.76389,-0.94165
5.22,7.21462,0.528359,0.42497,-0.664908,11.7614,5.16106,0.429298,1.55993,16.7452,2.92114,0.329194,-0.203892,0.699256,14.6008,-1.0011,0.785067,9.06026,13.7034,-0.173548,1.08821,7.13598,8.23229,-1.65988,-0.0830069,1.67416,16.3268,-0.459577,1.30855,16.8522,12.4203,1.10261,0.342713,13.618,3.78242,0.00455266,-1.70375,8.98819,18.085,0.76389,-0.941657
5.23,7.21887,0.52171,0.42497,-0.664908,11.7657,5.17665,0.429821,1.55954,16.7485,2.9191,0.329131,-0.203875,0.68925,14.6086,-1.00016,0.786726,9.05853,13.7143,-0.173549,1.08822,7.11938,8.23146,-1.65988,-0.0830068,1.66956,16.3399,-0.460515,1.30689,16.8632,12.4238,1.10261,0.342713,13.6181,3.76538,0.00409102,-1.70337,8.99583,18.0756,0.76389,-0.941665
5.24,7.22312,0.515061,0.424971,-0.664907,11.77,5.19225,0.430314,1.55916,16.7518,2.91706,0.329068,-0.203858,0.679253,14.6165,-0.999247,0.788343,9.05679,13.7252,-0.17355,1.08823,7.10278,8.23063,-1.65988,-0.0830068,1.66495,16.353,-0.461431,1.30528,16.8743,12.4272,1.10261,0.342713,13.6181,3.74835,0.00365904,-1.70301,9.00347,18.0662,0.76389,-0.941673
5.25,7.22737,0.508412,0.424971,-0.664907,11.7743,5.20784,0.430779,1.55879,16.7551,2.91502,0.329005,-0.203841,0.669265,14.6244,-0.99835,0.789921,9.05506,13.7361,-0.17355,1.08823,7.08618,8.2298,-1.65987,-0.0830067,1.66033,16.366,-0.462328,1.3037,16.8853,12.4306,1.10261,0.342712,13.6181,3.73132,0.00325539,-1.70266,9.01111,18.0568,0.76389,-0.941682
5.26,7.23162,0.501763,0.424972,-0.664906,11.7786,5.22342,0.431217,1.55843,16.7583,2.91299,0.328942,-0.203824,0.659286,14.6323,-0.997473,0.79146,9.05332,13.747,-0.173551,1.08824,7.06958,8.22897,-1.65987,-0.0830067,1.6557,16.379,-0.463204,1.30216,16.8963,12.434,1.10261,0.342712,13.6182,3.7143,0.00287878,-1.70232,9.01875,18.0473,0.76389,-0.941691
5.27,7.23587,0.504654,0.424973,0.664906,11.783,5.23901,0.431629,1.55809,16.7616,2.91095,0.328878,-0.203808,0.649316,14.6402,-0.996615,0.792961,9.05159,13.7579,-0.173551,1.08825,7.05298,8.22814,-1.65987,-0.0830066,1.65106,16.3921,-0.464062,1.30066,16.9074,12.4375,1.10261,0.342712,13.6182,3.69728,0.00252792,-1.70199,9.02638,18.0379,0.76389,-0.9417
5.28,7.24012,0.511303,0.424973,0.664907,11.7873,5.25458,0.432017,1.55776,16.7649,2.90891,0.328815,-0.203792,0.639354,14.6482,-0.995776,0.794427,9.04985,13.7687,-0.173551,1.08826,7.03638,8.22731,-1.65987,-0.0830066,1.64642,16.4051,-0.4649,1.29919,16.9184,12.4409,1.10261,0.342712,13.6182,3.68026,0.00220156,-1.70168,9.03402,18.0285,0.763889,-0.941709
5.29,7.24437,0.517952,0.424974,0.664907,11.7916,5.27016,0.432382,1.55744,16.7682,2.90687,0.328751,-0.203776,0.6294,14.6561,-0.994955,0.795857,9.04812,13.7796,-0.173552,1.08827,7.01978,8.22648,-1.65987,-0.0830065,1.64177,16.418,-0.465721,1.29776,16.9294,12.4443,1.10261,0.342712,13.6182,3.66324,0.00189847,-1.70137,9.04166,18.0191,0.763889,-0.941719
5.3,7.24862,0.524602,0.424974,0.664908,11.7959,5.28573,0.432725,1.55714,16.7715,2.90483,0.328688,-0.20376,0.619455,14.6641,-0.994151,0.797254,9.04638,13.7905,-0.173552,1.08828,7.00319,8.22565,-1.65987,-0.0830065,1.6371,16.431,-0.466524,1.29636,16.9404,12.4477,1.10261,0.342712,13.6183,3.64623,0.00161745,-1.70108,9.0493,18.0097,0.763889,-0.941729
5.31,7.25287,0.531251,0.424975,0.664909,11.8002,5.3013,0.433047,1.55684,16.7748,2.9028,0.328624,-0.203745,0.609517,14.6721,-0.993365,0.798617,9.04464,13.8014,-0.173553,1.08828,6.98659,8.22482,-1.65987,-0.0830064,1.63244,16.444,-0.46731,1.295,16.9515,12.4512,1.10261,0.342712,13.6183,3.62922,0.00135734,-1.70081,9.05694,18.0003,0.763889,-0.941739
5.32,7.25712,0.5379,0.424975,0.664909,11.8046,5.31687,0.433349,1.55656,16.7781,2.90076,0.32856,-0.20373,0.599587,14.6801,-0.992595,0.799948,9.04291,13.8123,-0.173553,1.08829,6.96999,8.22399,-1.65986,-0.0830064,1.62776,16.4569,-0.468079,1.29367,16.9625,12.4546,1.10261,0.342712,13.6183,3.61221,0.00111702,-1.70054,9.06458,17.9908,0.763889,-0.94175
5.33,7.26137,0.544549,0.424976,0.66491,11.8089,5.33243,0.433633,1.55629,16.7814,2.89872,0.328496,-0.203716,0.589665,14.6881,-0.991842,0.801249,9.04117,13.8232,-0.173553,1.0883,6.95339,8.22316,-1.65986,-0.0830064,1.62307,16.4698,-0.468832,1.29237,16.9735,12.458,1.10261,0.342712,13.6183,3.59521,0.000895397,-1.70028,9.07222,17.9814,0.763888,-0.941761
5.34,7.26562,0.551198,0.424977,0.66491,11.8133,5.348,0.433899,1.55603,16.7846,2.89668,0.328432,-0.203701,0.57975,14.6961,-0.991104,0.802519,9.03944,13.834,-0.173553,1.08832,6.93679,8.22233,-1.65986,-0.0830063,1.61838,16.4828,-0.469569,1.2911,16.9845,12.4614,1.10261,0.342712,13.6183,3.57821,0.000691437,-1.70004,9.07986,17.972,0.763888,-0.941772
5.35,7.26987,0.557847,0.424977,0.664911,11.8176,5.36356,0.434149,1.55579,16.7879,2.89465,0.328368,-0.203687,0.569843,14.7041,-0.990382,0.80376,9.0377,13.8449,-0.173554,1.08833,6.92019,8.2215,-1.65986,-0.0830063,1.61368,16.4957,-0.470291,1.28986,16.9956,12.4649,1.10261,0.342712,13.6183,3.56121,0.000504133,-1.6998,9.0875,17.9626,0.763888,-0.941784
5.36,7.27412,0.564496,0.424978,0.664912,11.8219,5.37911,0.434383,1.55555,16.7912,2.89261,0.328304,-0.203674,0.559943,14.7122,-0.989674,0.804973,9.03597,13.8558,-0.173554,1.08834,6.90359,8.22067,-1.65986,-0.0830063,1.60898,16.5086,-0.470998,1.28864,17.0066,12.4683,1.10261,0.342712,13.6183,3.54421,0.000332523,-1.69958,9.09513,17.9532,0.763887,-0.941796
5.37,7.27837,0.571145,0.424978,0.664912,11.8263,5.39467,0.434602,1.55532,16.7945,2.89057,0.32824,-0.20366,0.550049,14.7202,-0.988981,0.806158,9.03423,13.8667,-0.173554,1.08835,6.887,8.21984,-1.65986,-0.0830063,1.60426,16.5214,-0.471691,1.28746,17.0176,12.4717,1.10261,0.342711,13.6183,3.52722,0.000175689,-1.69937,9.10277,17.9437,0.763887,-0.941809
5.38,7.28262,0.577794,0.424979,0.664913,11.8306,5.41022,0.434807,1.55511,16.7978,2.88854,0.328176,-0.203647,0.540163,14.7283,-0.988302,0.807317,9.0325,13.8776,-0.173554,1.08836,6.8704,8.21901,-1.65986,-0.0830063,1.59954,16.5343,-0.47237,1.2863,17.0286,12.4752,1.10261,0.342711,13.6183,3.51022,3.2753e-05,-1.69916,9.11041,17.9343,0.763887,-0.941822
