t	x	v	state	E_total
194.3	22.9026	-0.18581	1	0.626046
194.4	22.9071	0.454992	1	0.684339
194.5	23.0041	1.47551	1	1.1921
194.6	23.0127	-1.461	1	1.38412
194.7	22.905	-0.685233	1	0.828219
194.8	22.8423	-0.485346	1	1.10358
194.9	22.8059	-0.0138808	1	1.21323
195	22.8421	0.283786	1	1.02731
195.1	22.9089	0.853395	1	0.933632
195.2	23.0269	1.05711	1	1.23183
195.3	23.0011	-1.46434	1	1.10019
195.4	22.8766	-1.13463	1	1.41509
195.5	22.7961	-0.580865	1	1.44304
195.6	22.7512	-0.115363	1	1.5617
195.7	22.7639	0.203041	1	1.49604
195.8	22.83	1.2913	1	1.89633
195.9	22.991	1.92228	1	1.90387
196	23.0626	-0.498201	1	1.68872
196.1	22.9333	-1.49757	1	1.53825
196.2	22.8065	-0.919578	1	1.63235
196.3	22.7315	-0.465466	1	1.78627
196.4	22.6962	-0.194243	1	1.91768
196.5	22.7287	0.491578	1	1.81658
196.6	22.8111	0.973986	1	1.65469
196.7	22.9255	1.179	1	1.1605
196.8	23.0464	0.636615	1	1.36282
196.9	22.9696	-2.00278	1	2.19547
197	22.7973	-1.43098	1	2.29085
197.1	22.6774	-0.743183	1	2.2921
197.2	22.624	-0.456241	1	2.45409
197.3	22.6295	0.514636	1	2.44814
197.4	22.6979	0.866996	1	2.26419
197.5	22.8192	1.51369	1	2.27585
197.6	23.0215	2.35479	1	3.30982
197.7	23.1576	0.271198	1	3.97581
197.8	23.0524	-2.47289	1	4.36734
197.9	22.7547	-2.96456	1	5.92769
198	22.5254	-1.68086	1	4.37881
198.1	22.4018	-0.712483	1	3.99282
198.2	22.3168	-0.972807	1	4.7433
198.3	22.2367	-0.802077	1	5.09199
198.4	22.157	-1.50904	1	5.06315
198.5	21.9148	-2.59448	1	3.89822
198.6	21.6926	-2.11006	1	4.14768
198.7	21.5126	-1.53617	1	4.22585
198.8	21.4035	-0.750126	1	4.00932
198.9	21.3651	-0.0451409	1	3.96906
199	21.4188	1.03438	1	4.16733
199.1	21.5399	1.28987	1	3.70747
199.2	21.7092	1.9458	1	3.71027
199.3	21.9473	2.73042	1	4.05692
199.4	22.1489	0.913442	1	4.14
199.5	22.1072	-1.61978	1	3.99227
199.6	21.8693	-2.56634	1	4.10975
199.7	21.6434	-1.93097	1	4.09312
199.8	21.4832	-1.39297	1	4.20037
199.9	21.3803	-0.708515	1	4.12435
200	21.3376	-0.271317	1	4.1765
