# t x1 v1 x2 v2
0.26400000 -0.23388095 -0.88466235 0.42860083 0.71031347
0.26500000 -0.23476158 -0.87571605 0.42931073 0.70879659
0.26600000 -0.23563238 -0.86707869 0.43001843 0.70743520
0.26700000 -0.23649574 -0.85933642 0.43072560 0.70682419
0.26800000 -0.23735105 -0.85110039 0.43143207 0.70579070
0.26900000 -0.23819794 -0.84223553 0.43213718 0.70407422
0.27000000 -0.23903552 -0.83259275 0.43284022 0.70217163
0.27100000 -0.23986312 -0.82358545 0.43354152 0.70099145
0.27200000 -0.24068270 -0.81549411 0.43424221 0.70051774
0.27300000 -0.24149411 -0.80745664 0.43494256 0.69934452
0.27400000 -0.24229761 -0.79954092 0.43564089 0.69741659
0.27500000 -0.24309319 -0.79103280 0.43633739 0.69490351
0.27600000 -0.24387967 -0.78151115 0.43703070 0.69312824
0.27700000 -0.24465622 -0.77330422 0.43772365 0.69204443
0.27800000 -0.24542628 -0.76606320 0.43841479 0.69003391
0.27900000 -0.24618834 -0.75720411 0.43910372 0.68745960
0.28000000 -0.24694069 -0.74773428 0.43978971 0.68464192
0.28100000 -0.24768381 -0.73941348 0.44047300 0.68229436
0.28200000 -0.24841952 -0.73190368 0.44115430 0.68072667
0.28300000 -0.24914762 -0.72315499 0.44183445 0.67895217
0.28400000 -0.24986583 -0.71378060 0.44251220 0.67751497
0.28500000 -0.25057518 -0.70437225 0.44318948 0.67744325
0.28600000 -0.25127457 -0.69486786 0.44386709 0.67645729
0.28700000 -0.25196492 -0.68613193 0.44454240 0.67464220
0.28800000 -0.25264684 -0.67787975 0.44521637 0.67353002
0.28900000 -0.25332068 -0.66905176 0.44588946 0.67190859
0.29000000 -0.25398494 -0.65956011 0.44656019 0.67022208
0.29100000 -0.25463980 -0.65081728 0.44722990 0.66898398
0.29200000 -0.25528657 -0.64244294 0.44789816 0.66740576
0.29300000 -0.25592468 -0.63398577 0.44856472 0.66502778
0.29400000 -0.25655455 -0.62567354 0.44922821 0.66183450
0.29500000 -0.25717603 -0.61666365 0.44988838 0.65912498
0.29600000 -0.25778787 -0.60708666 0.45054646 0.65738306
0.29700000 -0.25839020 -0.59722862 0.45120315 0.65496545
0.29800000 -0.25898233 -0.58675854 0.45185640 0.65234268
0.29900000 -0.25956372 -0.57633315 0.45250784 0.65048495
0.30000000 -0.26013500 -0.56636782 0.45315737 0.64889585
0.30100000 -0.26069646 -0.55656054 0.45380563 0.64675299
0.30200000 -0.26124812 -0.54686879 0.45445087 0.64381602
0.30300000 -0.26179019 -0.53730979 0.45509326 0.64156113
0.30400000 -0.26232274 -0.52761021 0.45573399 0.63939380
0.30500000 -0.26284541 -0.51809865 0.45637205 0.63740685
0.30600000 -0.26335893 -0.50927353 0.45700881 0.63512916
0.30700000 -0.26386396 -0.49975251 0.45764231 0.63266207
0.30800000 -0.26435844 -0.48940516 0.45827413 0.63099392
0.30900000 -0.26484277 -0.47928276 0.45890429 0.62877367
0.31000000 -0.26531700 -0.46886183 0.45953168 0.62601343
0.31100000 -0.26578049 -0.45868185 0.46015632 0.62259783
0.31200000 -0.26623437 -0.45014205 0.46077687 0.61951350
0.31300000 -0.26668078 -0.44115467 0.46139535 0.61670029
0.31400000 -0.26711668 -0.43139306 0.46201028 0.61506601
0.31500000 -0.26754356 -0.42256102 0.46262548 0.61417467
0.31600000 -0.26796180 -0.41352805 0.46323862 0.61225015
0.31700000 -0.26837062 -0.40382183 0.46384998 0.60945851
0.31800000 -0.26876944 -0.39356604 0.46445754 0.60660260
0.31900000 -0.26915775 -0.38353744 0.46506318 0.60493908
0.32000000 -0.26953652 -0.37444840 0.46566742 0.60288084
0.32100000 -0.26990665 -0.36471725 0.46626895 0.60024581
0.32200000 -0.27026595 -0.35359556 0.46686791 0.59782384
0.32300000 -0.27061384 -0.34338080 0.46746459 0.59545911
0.32400000 -0.27095271 -0.33421648 0.46805883 0.59319068
0.32500000 -0.27128227 -0.32488979 0.46865098 0.59081595
0.32600000 -0.27160249 -0.31517289 0.46924046 0.58864548
0.32700000 -0.27191262 -0.30563875 0.46982827 0.58646850
0.32800000 -0.27221377 -0.29599670 0.47041340 0.58420217
0.32900000 -0.27250461 -0.28559183 0.47099667 0.58228311
0.33000000 -0.27278496 -0.27575318 0.47157796 0.58023370
0.33100000 -0.27305612 -0.26654971 0.47215714 0.57812644
0.33200000 -0.27331805 -0.25740384 0.47273422 0.57650342
0.33300000 -0.27357093 -0.24796109 0.47331014 0.57439119
0.33400000 -0.27381398 -0.23825444 0.47388300 0.57179663
0.33500000 -0.27404744 -0.22919769 0.47445374 0.56992153
0.33600000 -0.27427237 -0.22012723 0.47502284 0.56727395
0.33700000 -0.27448769 -0.20962785 0.47558829 0.56406351
0.33800000 -0.27469163 -0.19923044 0.47615097 0.56209449
0.33900000 -0.27488615 -0.18981844 0.47671247 0.56044387
0.34000000 -0.27507126 -0.18028194 0.47727186 0.55708897
0.34100000 -0.27524671 -0.17069662 0.47782665 0.55355822
0.34200000 -0.27541266 -0.16075388 0.47837897 0.55171658
0.34300000 -0.27556822 -0.15006124 0.47893009 0.54871814
0.34400000 -0.27571278 -0.13980254 0.47947641 0.54464795
0.34500000 -0.27584783 -0.13015224 0.48001938 0.54153590
0.34600000 -0.27597309 -0.12041136 0.48055948 0.53870744
0.34700000 -0.27608865 -0.11145882 0.48109680 0.53667227
0.34800000 -0.27619600 -0.10308593 0.48163283 0.53486798
0.34900000 -0.27629482 -0.09423115 0.48216653 0.53227621
0.35000000 -0.27638446 -0.08497317 0.48269738 0.52949342
0.35100000 -0.27646477 -0.07474052 0.48322552 0.52676152
0.35200000 -0.27653395 -0.06452858 0.48375090 0.52420966
0.35300000 -0.27659383 -0.05512450 0.48427394 0.52218502
0.35400000 -0.27664419 -0.04591306 0.48479527 0.52057224
0.35500000 -0.27668565 -0.03718883 0.48531508 0.51901313
0.35600000 -0.27671857 -0.02818287 0.48583330 0.51735178
0.35700000 -0.27674202 -0.01777250 0.48634979 0.51539634
0.35800000 -0.27675412 -0.00810662 0.48686409 0.51396342
0.35900000 -0.27675823 0.00090525 0.48737771 0.51229751
0.36000000 -0.27675231 0.01096610 0.48788869 0.50989484
0.36100000 -0.27673630 0.02124431 0.48839750 0.50705378
0.36200000 -0.27670982 0.03148923 0.48890279 0.50423897
0.36300000 -0.27667332 0.04166279 0.48940598 0.50143854
0.36400000 -0.27662649 0.05271635 0.48990567 0.49843453
0.36500000 -0.27656789 0.06264786 0.49040285 0.49538050
0.36600000 -0.27650120 0.07205630 0.49089643 0.49276377
0.36700000 -0.27642377 0.08207727 0.49138838 0.49053477
0.36800000 -0.27633704 0.09193123 0.49187750 0.48702063
0.36900000 -0.27623991 0.10201093 0.49236242 0.48338895
0.37000000 -0.27613302 0.11211041 0.49284428 0.48030241
0.37100000 -0.27601569 0.12172374 0.49332302 0.47735868
0.37200000 -0.27588957 0.13091596 0.49379900 0.47446713
0.37300000 -0.27575386 0.14054772 0.49427196 0.47168756
0.37400000 -0.27560848 0.14973505 0.49474237 0.46879511
0.37500000 -0.27545439 0.15873583 0.49520955 0.46657902
0.37600000 -0.27529101 0.16769449 0.49567553 0.46445634
0.37700000 -0.27511900 0.17674763 0.49613846 0.46127774
0.37800000 -0.27493751 0.18625161 0.49659809 0.45859498
0.37900000 -0.27474650 0.19534616 0.49705565 0.45621480
0.38000000 -0.27454682 0.20401487 0.49751051 0.45252343
0.38100000 -0.27433847 0.21404485 0.49796070 0.44869635
0.38200000 -0.27411873 0.22469804 0.49840791 0.44610641
0.38300000 -0.27388907 0.23409349 0.49885291 0.44367123
0.38400000 -0.27365054 0.24393723 0.49929525 0.44060208
0.38500000 -0.27340120 0.25415906 0.49973411 0.43865013
0.38600000 -0.27314222 0.26388083 0.50017255 0.43566587
0.38700000 -0.27287344 0.27377158 0.50060545 0.43139547
0.38800000 -0.27259468 0.28316437 0.50103534 0.42829476
0.38900000 -0.27230711 0.29172813 0.50146204 0.42586345
0.39000000 -0.27201122 0.30080388 0.50188707 0.42290532
0.39100000 -0.27170550 0.31028001 0.50230785 0.41963475
0.39200000 -0.27139066 0.31969204 0.50272634 0.41720786
0.39300000 -0.27106611 0.32942369 0.50314226 0.41432826
0.39400000 -0.27073182 0.33928361 0.50355499 0.41236545
0.39500000 -0.27038755 0.34891261 0.50396699 0.41080706
0.39600000 -0.27003399 0.35820264 0.50437661 0.40832868
0.39700000 -0.26967114 0.36793283 0.50478365 0.40604971
0.39800000 -0.26929813 0.37866560 0.50518871 0.40370855
0.39900000 -0.26891381 0.38914850 0.50559107 0.40135727
0.40000000 -0.26851983 0.39844932 0.50599142 0.39927519
0.40100000 -0.26811691 0.40742746 0.50638962 0.39701094
0.40200000 -0.26770497 0.41647664 0.50678544 0.39457125
0.40300000 -0.26728396 0.42544718 0.50717876 0.39225582
0.40400000 -0.26685408 0.43407747 0.50756996 0.38983737
0.40500000 -0.26641580 0.44273004 0.50795844 0.38795616
0.40600000 -0.26596862 0.45144717 0.50834587 0.38640795
0.40700000 -0.26551291 0.46011875 0.50873125 0.38413827
0.40800000 -0.26504838 0.46852632 0.50911414 0.38136904
0.40900000 -0.26457586 0.47713616 0.50949399 0.37804163
0.41000000 -0.26409411 0.48639511 0.50987023 0.37476589
0.41100000 -0.26360307 0.49531488 0.51024352 0.37231720
0.41200000 -0.26310348 0.50397943 0.51061486 0.36933588
0.41300000 -0.26259511 0.51248298 0.51098219 0.36557167
0.41400000 -0.26207851 0.52103161 0.51134601 0.36321596
0.41500000 -0.26155305 0.53027244 0.51170863 0.36145651
0.41600000 -0.26101797 0.53986813 0.51206892 0.35862515
0.41700000 -0.26047331 0.54894851 0.51242588 0.35632502
0.41800000 -0.25992007 0.55750156 0.51278157 0.35465857
0.41900000 -0.25935831 0.56678494 0.51313519 0.35122012
0.42000000 -0.25878650 0.57570236 0.51348401 0.34769854
0.42100000 -0.25820690 0.58352829 0.51383059 0.34562155
0.42200000 -0.25761945 0.59238439 0.51417525 0.34277738
0.42300000 -0.25702213 0.60144642 0.51451614 0.33878724
0.42400000 -0.25641655 0.60993751 0.51485283 0.33454707
0.42500000 -0.25580226 0.61859116 0.51518524 0.33135200
0.42600000 -0.25517937 0.62701334 0.51551553 0.32892329
0.42700000 -0.25454823 0.63587471 0.51584308 0.32644281
0.42800000 -0.25390762 0.64489343 0.51616842 0.32509888
0.42900000 -0.25325844 0.65306479 0.51649328 0.32385396
0.43000000 -0.25260149 0.66054061 0.51681612 0.32174166
0.43100000 -0.25193736 0.66772523 0.51713677 0.31890540
0.43200000 -0.25126604 0.67526713 0.51745393 0.31581197
0.43300000 -0.25058683 0.68347823 0.51776839 0.31281790
0.43400000 -0.24989908 0.69214982 0.51807957 0.30971371
0.43500000 -0.24920253 0.70135490 0.51838782 0.30706219
0.43600000 -0.24849638 0.71040199 0.51869370 0.30444799
