# t K1 K2 U1 U2 Uc E_tot
12.29200000 0.01751760 0.00973844 -0.99563872 -1.18337065 0.02354250 -2.12821083
12.29300000 0.01610480 0.01036978 -0.99448777 -1.18368602 0.02356226 -2.12813696
12.29400000 0.01485885 0.01091991 -0.99337949 -1.18400720 0.02357692 -2.12803101
12.29500000 0.01367346 0.01151028 -0.99231254 -1.18433604 0.02358615 -2.12787869
12.29600000 0.01254965 0.01206108 -0.99128809 -1.18467119 0.02359017 -2.12775838
12.29700000 0.01145154 0.01254311 -0.99030457 -1.18501219 0.02358918 -2.12773294
12.29800000 0.01045836 0.01289739 -0.98936601 -1.18535703 0.02358332 -2.12778396
12.29900000 0.00947586 0.01321023 -0.98846410 -1.18570384 0.02357366 -2.12790821
12.30000000 0.00849035 0.01348174 -0.98761084 -1.18605311 0.02355917 -2.12813270
12.30100000 0.00766230 0.01379831 -0.98679975 -1.18640304 0.02354075 -2.12820142
12.30200000 0.00685850 0.01417798 -0.98602707 -1.18675636 0.02351809 -2.12822885
12.30300000 0.00603299 0.01451274 -0.98529897 -1.18711169 0.02349103 -2.12837390
12.30400000 0.00530289 0.01481039 -0.98461740 -1.18746900 0.02345943 -2.12851371
12.30500000 0.00464529 0.01520339 -0.98397550 -1.18782719 0.02342407 -2.12852993
12.30600000 0.00397223 0.01566007 -0.98337708 -1.18818939 0.02338394 -2.12855024
12.30700000 0.00329699 0.01605345 -0.98282716 -1.18855365 0.02333912 -2.12869125
12.30800000 0.00268114 0.01641936 -0.98232972 -1.18892011 0.02328928 -2.12886007
12.30900000 0.00210645 0.01688984 -0.98188172 -1.18928774 0.02323490 -2.12893827
12.31000000 0.00162800 0.01736273 -0.98149096 -1.18965957 0.02317467 -2.12898513
12.31100000 0.00124437 0.01777833 -0.98114375 -1.19003227 0.02311042 -2.12904289
12.31200000 0.00086850 0.01820586 -0.98084532 -1.19040760 0.02304134 -2.12913722
12.31300000 0.00054738 0.01858633 -0.98060404 -1.19078376 0.02296725 -2.12928685
12.31400000 0.00032283 0.01907392 -0.98041665 -1.19116129 0.02288827 -2.12929293
12.31500000 0.00018627 0.01951193 -0.98027471 -1.19154151 0.02280469 -2.12931333
12.31600000 0.00008098 0.02002851 -0.98016642 -1.19192180 0.02271804 -2.12926069
12.31700000 0.00001100 0.02066068 -0.98010969 -1.19230594 0.02262604 -2.12911791
12.31800000 0.00000308 0.02111845 -0.98010560 -1.19269194 0.02252912 -2.12914689
12.31900000 0.00004116 0.02163396 -0.98014188 -1.19307815 0.02242860 -2.12911632
12.32000000 0.00013740 0.02220708 -0.98022326 -1.19346693 0.02232352 -2.12902218
12.32100000 0.00030421 0.02276455 -0.98035682 -1.19385659 0.02221380 -2.12893085
12.32200000 0.00051103 0.02334638 -0.98054299 -1.19424812 0.02209915 -2.12883456
12.32300000 0.00076107 0.02375245 -0.98077107 -1.19464056 0.02198059 -2.12891752
12.32400000 0.00105442 0.02410920 -0.98104829 -1.19503162 0.02185821 -2.12905808
12.32500000 0.00136688 0.02452975 -0.98136551 -1.19542251 0.02173234 -2.12915905
12.32600000 0.00175604 0.02487074 -0.98172466 -1.19581281 0.02160296 -2.12930773
12.32700000 0.00213734 0.02537025 -0.98213159 -1.19620145 0.02146994 -2.12935551
12.32800000 0.00257631 0.02590095 -0.98256915 -1.19659169 0.02133363 -2.12934995
12.32900000 0.00314259 0.02622797 -0.98305791 -1.19698045 0.02119339 -2.12947441
12.33000000 0.00377883 0.02678721 -0.98359122 -1.19736748 0.02104977 -2.12934289
12.33100000 0.00446939 0.02738190 -0.98417746 -1.19775615 0.02090125 -2.12918107
12.33200000 0.00519785 0.02762013 -0.98480733 -1.19814327 0.02074936 -2.12938325
12.33300000 0.00602602 0.02786998 -0.98548724 -1.19852672 0.02059425 -2.12952371
12.33400000 0.00687866 0.02832475 -0.98621564 -1.19890860 0.02043546 -2.12948537
12.33500000 0.00776383 0.02881226 -0.98698963 -1.19928943 0.02027304 -2.12942994
12.33600000 0.00875224 0.02946864 -0.98780923 -1.19966886 0.02010709 -2.12915011
12.33700000 0.00976595 0.03012669 -0.98867875 -1.20004908 0.01993669 -2.12889850
12.33800000 0.01071231 0.03053331 -0.98959028 -1.20042752 0.01976310 -2.12900907
12.33900000 0.01175920 0.03080855 -0.99054056 -1.20080326 0.01958684 -2.12918922
12.34000000 0.01297811 0.03131591 -0.99153703 -1.20117539 0.01940766 -2.12901075
12.34100000 0.01409376 0.03187775 -0.99258143 -1.20154738 0.01922441 -2.12893288
12.34200000 0.01513313 0.03225956 -0.99365914 -1.20191613 0.01903903 -2.12914356
12.34300000 0.01631462 0.03258758 -0.99477534 -1.20228233 0.01885095 -2.12930452
12.34400000 0.01758727 0.03300313 -0.99593164 -1.20264450 0.01866051 -2.12932523
12.34500000 0.01898446 0.03345894 -0.99712893 -1.20300484 0.01846697 -2.12922340
12.34600000 0.02040722 0.03379079 -0.99837059 -1.20336137 0.01827072 -2.12926322
12.34700000 0.02162748 0.03420426 -0.99965079 -1.20371450 0.01807204 -2.12946150
12.34800000 0.02272548 0.03445392 -1.00095949 -1.20406444 0.01787153 -2.12997300
12.34900000 0.02394357 0.03472996 -1.00229693 -1.20440914 0.01766985 -2.13036268
12.35000000 0.02550294 0.03509750 -1.00366754 -1.20475073 0.01746601 -2.13035182
12.35100000 0.02724188 0.03539024 -1.00508316 -1.20508781 0.01725965 -2.13027920
12.35200000 0.02907778 0.03582384 -1.00653803 -1.20542086 0.01705103 -2.13000624
12.35300000 0.03081615 0.03605666 -1.00803897 -1.20575051 0.01683946 -2.13007721
12.35400000 0.03236871 0.03620399 -1.00957050 -1.20607412 0.01662690 -2.13044502
12.35500000 0.03415682 0.03627222 -1.01113591 -1.20639340 0.01641254 -2.13068772
12.35600000 0.03585948 0.03641246 -1.01274023 -1.20670589 0.01619691 -2.13097727
12.35700000 0.03757066 0.03691376 -1.01437149 -1.20701457 0.01597979 -2.13092186
12.35800000 0.03942804 0.03720488 -1.01603928 -1.20731937 0.01576054 -2.13096520
12.35900000 0.04141714 0.03734508 -1.01773767 -1.20761841 0.01554025 -2.13105361
12.36000000 0.04346510 0.03751491 -1.01947517 -1.20791219 0.01531818 -2.13108917
12.36100000 0.04541302 0.03755653 -1.02124264 -1.20820034 0.01509507 -2.13137837
12.36200000 0.04733751 0.03769658 -1.02304225 -1.20848218 0.01487105 -2.13161929
12.36300000 0.04918769 0.03807972 -1.02486827 -1.20875906 0.01464601 -2.13171391
12.36400000 0.05111742 0.03834679 -1.02672113 -1.20903128 0.01441978 -2.13186842
12.36500000 0.05290202 0.03870818 -1.02860102 -1.20929752 0.01419287 -2.13209548
12.36600000 0.05472779 0.03935311 -1.03050022 -1.20955955 0.01396507 -2.13201380
12.36700000 0.05682407 0.03993080 -1.03242583 -1.20981728 0.01373595 -2.13175230
12.36800000 0.05905080 0.04028466 -1.03437795 -1.21007000 0.01350574 -2.13160674
12.36900000 0.06117762 0.04059305 -1.03635835 -1.21031671 0.01327475 -2.13162965
12.37000000 0.06304895 0.04078079 -1.03835945 -1.21055793 0.01304325 -2.13204440
12.37100000 0.06490630 0.04099764 -1.04037836 -1.21079230 0.01281199 -2.13245473
12.37200000 0.06704515 0.04131198 -1.04241563 -1.21102117 0.01258035 -2.13249932
12.37300000 0.06928467 0.04130575 -1.04447744 -1.21124363 0.01234834 -2.13278230
12.37400000 0.07169892 0.04135307 -1.04655844 -1.21145874 0.01211675 -2.13284844
12.37500000 0.07457894 0.04188202 -1.04866674 -1.21166765 0.01188453 -2.13198889
12.37600000 0.07734673 0.04226303 -1.05080498 -1.21187150 0.01165095 -2.13141578
12.37700000 0.07975754 0.04247319 -1.05296431 -1.21206823 0.01141757 -2.13138424
12.37800000 0.08217280 0.04287379 -1.05514102 -1.21225887 0.01118410 -2.13116920
12.37900000 0.08460183 0.04323349 -1.05733661 -1.21244308 0.01095059 -2.13099379
12.38000000 0.08699537 0.04341655 -1.05954770 -1.21262080 0.01071727 -2.13103931
12.38100000 0.08954650 0.04381293 -1.06177451 -1.21279122 0.01048457 -2.13072174
12.38200000 0.09191047 0.04430692 -1.06401857 -1.21295578 0.01025154 -2.13050541
12.38300000 0.09410568 0.04440799 -1.06627151 -1.21311322 0.01001941 -2.13085165
12.38400000 0.09636966 0.04459290 -1.06853559 -1.21326317 0.00978825 -2.13104795
12.38500000 0.09869052 0.04484375 -1.07080835 -1.21340617 0.00955787 -2.13112238
12.38600000 0.10125722 0.04489520 -1.07309165 -1.21354179 0.00932840 -2.13115263
12.38700000 0.10374990 0.04492616 -1.07538725 -1.21366974 0.00909995 -2.13128099
12.38800000 0.10604201 0.04509336 -1.07768963 -1.21379021 0.00887274 -2.13147172
12.38900000 0.10830017 0.04502352 -1.07999789 -1.21390330 0.00864671 -2.13193080
12.39000000 0.11058524 0.04496080 -1.08231040 -1.21400827 0.00842257 -2.13235006
12.39100000 0.11328397 0.04506357 -1.08462757 -1.21410586 0.00819971 -2.13218618
12.39200000 0.11607565 0.04516525 -1.08695563 -1.21419571 0.00797806 -2.13193237
12.39300000 0.11859351 0.04540907 -1.08928811 -1.21427806 0.00775777 -2.13180583
12.39400000 0.12087767 0.04558303 -1.09162386 -1.21435286 0.00753892 -2.13197710
12.39500000 0.12323821 0.04565814 -1.09395761 -1.21441992 0.00732197 -2.13215920
12.39600000 0.12520798 0.04563520 -1.09629432 -1.21447917 0.00710672 -2.13282359
12.39700000 0.12706747 0.04568419 -1.09862012 -1.21453053 0.00689410 -2.13350489
12.39800000 0.12938340 0.04567765 -1.10094535 -1.21457412 0.00668328 -2.13377513
12.39900000 0.13126057 0.04562623 -1.10326659 -1.21460975 0.00647482 -2.13451472
12.40000000 0.13294124 0.04565037 -1.10557788 -1.21463754 0.00626881 -2.13535500
12.40100000 0.13503236 0.04565750 -1.10788046 -1.21465744 0.00606532 -2.13578272
12.40200000 0.13726383 0.04559747 -1.11017887 -1.21466945 0.00586402 -2.13612300
12.40300000 0.13905001 0.04549199 -1.11246948 -1.21467355 0.00566532 -2.13693570
12.40400000 0.14099998 0.04566414 -1.11474709 -1.21466976 0.00546940 -2.13728333
12.40500000 0.14360515 0.04606880 -1.11701825 -1.21465801 0.00527561 -2.13672669
12.40600000 0.14586061 0.04602714 -1.11928540 -1.21463818 0.00508380 -2.13695204
12.40700000 0.14787721 0.04570726 -1.12153894 -1.21461048 0.00489524 -2.13766971
12.40800000 0.15011199 0.04545465 -1.12378323 -1.21457486 0.00470938 -2.13808206
12.40900000 0.15285945 0.04519201 -1.12601581 -1.21453148 0.00452657 -2.13796926
12.41000000 0.15597978 0.04524379 -1.12824500 -1.21448028 0.00434620 -2.13715551
12.41100000 0.15904275 0.04561614 -1.13046594 -1.21442103 0.00416829 -2.13605979
12.41200000 0.16115653 0.04589738 -1.13268044 -1.21435344 0.00399261 -2.13598737
12.41300000 0.16244460 0.04612135 -1.13487181 -1.21427777 0.00382034 -2.13676328
12.41400000 0.16419275 0.04635613 -1.13704420 -1.21419368 0.00365108 -2.13703792
12.41500000 0.16645241 0.04656145 -1.13919869 -1.21410137 0.00348500 -2.13680120
12.41600000 0.16899239 0.04683729 -1.14133962 -1.21400053 0.00332175 -2.13618871
12.41700000 0.17121845 0.04694188 -1.14346471 -1.21389121 0.00316154 -2.13603404
12.41800000 0.17248362 0.04694490 -1.14557073 -1.21377364 0.00300470 -2.13691114
12.41900000 0.17309878 0.04699106 -1.14764798 -1.21364776 0.00285170 -2.13835421
12.42000000 0.17411052 0.04679690 -1.14969761 -1.21351349 0.00270245 -2.13960124
12.42100000 0.17603226 0.04635540 -1.15172269 -1.21337164 0.00255710 -2.14014957
12.42200000 0.17797133 0.04589817 -1.15372984 -1.21322225 0.00241532 -2.14066727
12.42300000 0.17944657 0.04515708 -1.15571154 -1.21306556 0.00227749 -2.14189595
12.42400000 0.18146134 0.04465488 -1.15766899 -1.21290261 0.00214379 -2.14231159
12.42500000 0.18370285 0.04446459 -1.15960581 -1.21273178 0.00201358 -2.14215658
12.42600000 0.18576373 0.04423918 -1.16151954 -1.21255377 0.00188715 -2.14218325
12.42700000 0.18784309 0.04409868 -1.16340940 -1.21236808 0.00176441 -2.14207130
12.42800000 0.18956565 0.04394694 -1.16527508 -1.21217495 0.00164543 -2.14229201
12.42900000 0.19136256 0.04398137 -1.16711219 -1.21197427 0.00153039 -2.14221213
12.43000000 0.19310027 0.04385061 -1.16892472 -1.21176531 0.00141900 -2.14232015
12.43100000 0.19436581 0.04357136 -1.17070716 -1.21154962 0.00131178 -2.14300783
12.43200000 0.19561862 0.04327958 -1.17245968 -1.21132643 0.00120857 -2.14367934
12.43300000 0.19755540 0.04287050 -1.17418128 -1.21109674 0.00110957 -2.14374256
12.43400000 0.20072510 0.04268860 -1.17587802 -1.21086034 0.00101448 -2.14231019
12.43500000 0.20284516 0.04241919 -1.17755299 -1.21061634 0.00092310 -2.14198188
12.43600000 0.20411303 0.04191751 -1.17919287 -1.21036627 0.00083611 -2.14269249
12.43700000 0.20580710 0.04157052 -1.18080282 -1.21011013 0.00075331 -2.14278203
12.43800000 0.20804887 0.04156560 -1.18238033 -1.20984721 0.00067470 -2.14193838
12.43900000 0.21024384 0.04159646 -1.18393093 -1.20957617 0.00060000 -2.14106681
12.44000000 0.21149051 0.04138788 -1.18544761 -1.20929814 0.00052956 -2.14133779
12.44100000 0.21226266 0.04099660 -1.18692942 -1.20901359 0.00046347 -2.14222028
12.44200000 0.21317369 0.04041745 -1.18837343 -1.20872345 0.00040186 -2.14310389
12.44300000 0.21437457 0.03994055 -1.18978302 -1.20842838 0.00034464 -2.14355165
12.44400000 0.21557903 0.03984669 -1.19115629 -1.20812726 0.00029179 -2.14356603
12.44500000 0.21650478 0.03976240 -1.19249447 -1.20781850 0.00024321 -2.14380258
12.44600000 0.21773630 0.03960066 -1.19379410 -1.20750369 0.00019907 -2.14376177
12.44700000 0.21905540 0.03951796 -1.19505985 -1.20718189 0.00015923 -2.14350916
12.44800000 0.21991794 0.03931102 -1.19628705 -1.20685347 0.00012381 -2.14378775
12.44900000 0.22110759 0.03912476 -1.19747714 -1.20651915 0.00009283 -2.14367111
12.45000000 0.22200835 0.03884543 -1.19863000 -1.20617813 0.00006625 -2.14388809
12.45100000 0.22265679 0.03854795 -1.19974374 -1.20583216 0.00004417 -2.14432698
12.45200000 0.22366431 0.03807017 -1.20081859 -1.20547977 0.00002654 -2.14453734
12.45300000 0.22442570 0.03744199 -1.20185570 -1.20512434 0.00001338 -2.14509896
12.45400000 0.22445141 0.03691667 -1.20285244 -1.20476416 0.00000470 -2.14624383
12.45500000 0.22555846 0.03650194 -1.20380796 -1.20440033 0.00000046 -2.14614743
12.45600000 0.22721789 0.03623199 -1.20472747 -1.20403093 0.00000066 -2.14530787
12.45700000 0.22829882 0.03580078 -1.20560757 -1.20365665 0.00000530 -2.14515932
12.45800000 0.22909318 0.03518745 -1.20644865 -1.20327864 0.00001439 -2.14543227
12.45900000 0.23014507 0.03458836 -1.20724891 -1.20289799 0.00002790 -2.14538557
12.46000000 0.23084672 0.03407323 -1.20801058 -1.20251382 0.00004585 -2.14555861
12.46100000 0.23082867 0.03371576 -1.20873005 -1.20212644 0.00006816 -2.14624390
12.46200000 0.23161900 0.03348075 -1.20940845 -1.20173401 0.00009488 -2.14594783
12.46300000 0.23258773 0.03310471 -1.21004702 -1.20133713 0.00012604 -2.14556567
12.46400000 0.23370647 0.03262694 -1.21064477 -1.20093705 0.00016158 -2.14508683
12.46500000 0.23435971 0.03210303 -1.21120260 -1.20053400 0.00020154 -2.14507232
12.46600000 0.23409854 0.03160847 -1.21171825 -1.20012864 0.00024579 -2.14589409
12.46700000 0.23403816 0.03120741 -1.21219188 -1.19972026 0.00029431 -2.14637226
12.46800000 0.23387160 0.03073560 -1.21262398 -1.19930864 0.00034712 -2.14697830
12.46900000 0.23387832 0.03033976 -1.21301413 -1.19889522 0.00040410 -2.14728717
12.47000000 0.23456187 0.03023477 -1.21336322 -1.19847779 0.00046539 -2.14657898
12.47100000 0.23503561 0.02980341 -1.21367144 -1.19805473 0.00053111 -2.14635604
12.47200000 0.23505555 0.02914241 -1.21393823 -1.19763242 0.00060089 -2.14677179
12.47300000 0.23525478 0.02858022 -1.21416363 -1.19720804 0.00067482 -2.14686185
12.47400000 0.23469057 0.02797694 -1.21434790 -1.19678344 0.00075286 -2.14771098
12.47500000 0.23363973 0.02753688 -1.21449052 -1.19635776 0.00083474 -2.14883693
12.47600000 0.23290948 0.02735402 -1.21459217 -1.19592973 0.00092064 -2.14933776
12.47700000 0.23238974 0.02706030 -1.21465306 -1.19549684 0.00101060 -2.14968927
12.47800000 0.23164814 0.02657866 -1.21467355 -1.19506353 0.00110447 -2.15040581
12.47900000 0.23132041 0.02587922 -1.21465387 -1.19462858 0.00120211 -2.15088072
12.48000000 0.23190569 0.02496016 -1.21459413 -1.19419724 0.00130349 -2.15062203
12.48100000 0.23183247 0.02448880 -1.21449432 -1.19376856 0.00140862 -2.15053299
12.48200000 0.23134715 0.02424334 -1.21435481 -1.19333631 0.00151765 -2.15058298
12.48300000 0.23079183 0.02379344 -1.21417576 -1.19290305 0.00163046 -2.15086309
12.48400000 0.22979456 0.02323010 -1.21395759 -1.19247010 0.00174685 -2.15165617
12.48500000 0.22884183 0.02253675 -1.21370089 -1.19203857 0.00186661 -2.15249426
12.48600000 0.22809877 0.02191042 -1.21340571 -1.19161028 0.00198970 -2.15301710
12.48700000 0.22711978 0.02137622 -1.21307246 -1.19118266 0.00211620 -2.15364292
12.48800000 0.22662830 0.02055289 -1.21270175 -1.19075697 0.00224592 -2.15403159
12.48900000 0.22559330 0.01976003 -1.21229276 -1.19033833 0.00237874 -2.15489902
12.49000000 0.22464925 0.01923214 -1.21184803 -1.18992172 0.00251441 -2.15537394
12.49100000 0.22483138 0.01873481 -1.21136539 -1.18950719 0.00265350 -2.15465289
12.49200000 0.22444041 0.01833532 -1.21084526 -1.18909445 0.00279593 -2.15436806
12.49300000 0.22415742 0.01792447 -1.21028884 -1.18868200 0.00294159 -2.15394736
12.49400000 0.22357422 0.01739746 -1.20969500 -1.18827193 0.00309055 -2.15390471
12.49500000 0.22283139 0.01689574 -1.20906623 -1.18786521 0.00324226 -2.15396205
12.49600000 0.22222716 0.01637809 -1.20840096 -1.18746074 0.00339715 -2.15385930
12.49700000 0.22095494 0.01591183 -1.20770105 -1.18706047 0.00355471 -2.15434003
12.49800000 0.21948649 0.01565251 -1.20696739 -1.18666161 0.00371507 -2.15477493
12.49900000 0.21762586 0.01534118 -1.20620068 -1.18626208 0.00387831 -2.15561741
12.50000000 0.21609874 0.01482662 -1.20540269 -1.18586553 0.00404388 -2.15629898
12.50100000 0.21575000 0.01433937 -1.20457148 -1.18547396 0.00421195 -2.15574412
12.50200000 0.21493457 0.01385896 -1.20370530 -1.18508513 0.00438301 -2.15561390
12.50300000 0.21321271 0.01334606 -1.20280841 -1.18470160 0.00455617 -2.15639507
12.50400000 0.21142746 0.01287706 -1.20188109 -1.18432222 0.00473151 -2.15716727
12.50500000 0.20959568 0.01242418 -1.20092448 -1.18394742 0.00490885 -2.15794318
12.50600000 0.20822712 0.01200376 -1.19993880 -1.18357681 0.00508823 -2.15819649
12.50700000 0.20659919 0.01154084 -1.19892273 -1.18321026 0.00526988 -2.15872309
12.50800000 0.20466798 0.01124571 -1.19787991 -1.18284970 0.00545309 -2.15936283
12.50900000 0.20306961 0.01097967 -1.19680929 -1.18248831 0.00563871 -2.15960961
12.51000000 0.20177418 0.01050575 -1.19571137 -1.18213228 0.00582610 -2.15973762
12.51100000 0.20016243 0.01013833 -1.19458497 -1.18178263 0.00601534 -2.16005151
12.51200000 0.19845519 0.00981834 -1.19343407 -1.18143527 0.00620629 -2.16038952
12.51300000 0.19725428 0.00943526 -1.19225622 -1.18109306 0.00639904 -2.16026070
12.51400000 0.19619791 0.00907829 -1.19105191 -1.18075576 0.00659355 -2.15993793
12.51500000 0.19487182 0.00874181 -1.18982057 -1.18042314 0.00678992 -2.15984016
12.51600000 0.19345895 0.00841306 -1.18856532 -1.18009512 0.00698779 -2.15980064
12.51700000 0.19221429 0.00801801 -1.18728446 -1.17977190 0.00718735 -2.15963672
12.51800000 0.19132408 0.00765233 -1.18597952 -1.17945636 0.00738811 -2.15907137
12.51900000 0.19032072 0.00734216 -1.18464731 -1.17914502 0.00759086 -2.15853858
12.52000000 0.18852233 0.00707805 -1.18329259 -1.17883958 0.00779483 -2.15873696
12.52100000 0.18696225 0.00680342 -1.18191711 -1.17853678 0.00800015 -2.15868807
12.52200000 0.18552815 0.00634907 -1.18051842 -1.17824072 0.00820671 -2.15867522
12.52300000 0.18367629 0.00594105 -1.17909906 -1.17795589 0.00841370 -2.15902391
12.52400000 0.18183400 0.00564113 -1.17766068 -1.17767657 0.00862154 -2.15924058
12.52500000 0.18049513 0.00529132 -1.17620268 -1.17740405 0.00883019 -2.15899009
12.52600000 0.17902522 0.00496115 -1.17472265 -1.17714013 0.00903974 -2.15883667
12.52700000 0.17707519 0.00465668 -1.17322503 -1.17688275 0.00924988 -2.15912603
12.52800000 0.17497986 0.00430381 -1.17171041 -1.17663333 0.00946040 -2.15959967
12.52900000 0.17268718 0.00397250 -1.17018067 -1.17639391 0.00967084 -2.16024406
12.53000000 0.17081590 0.00367559 -1.16863693 -1.17616218 0.00988133 -2.16042629
12.53100000 0.16909667 0.00337435 -1.16707554 -1.17593933 0.01009219 -2.16045166
12.53200000 0.16687239 0.00309543 -1.16549992 -1.17572535 0.01030300 -2.16095445
12.53300000 0.16448458 0.00281855 -1.16391249 -1.17551978 0.01051354 -2.16161560
12.53400000 0.16219404 0.00254743 -1.16231373 -1.17532393 0.01072361 -2.16217259
12.53500000 0.15989134 0.00235565 -1.16070359 -1.17513718 0.01093329 -2.16266049
12.53600000 0.15777718 0.00215959 -1.15908358 -1.17495513 0.01114295 -2.16295900
12.53700000 0.15607432 0.00189753 -1.15745156 -1.17478325 0.01135217 -2.16291079
12.53800000 0.15453338 0.00172982 -1.15580657 -1.17462265 0.01156093 -2.16260510
12.53900000 0.15283205 0.00160899 -1.15414885 -1.17446514 0.01177021 -2.16240274
12.54000000 0.15080549 0.00141761 -1.15248086 -1.17431524 0.01197918 -2.16259382
12.54100000 0.14846390 0.00125124 -1.15080476 -1.17417606 0.01218721 -2.16307847
12.54200000 0.14630498 0.00111935 -1.14912316 -1.17404317 0.01239455 -2.16334745
12.54300000 0.14440324 0.00098880 -1.14743265 -1.17391830 0.01260138 -2.16335752
12.54400000 0.14247181 0.00084447 -1.14573488 -1.17380053 0.01280765 -2.16341150
12.54500000 0.14031342 0.00071456 -1.14402966 -1.17369374 0.01301285 -2.16368258
12.54600000 0.13798026 0.00059686 -1.14232108 -1.17359369 0.01321709 -2.16412056
12.54700000 0.13591005 0.00050094 -1.14060844 -1.17350448 0.01341991 -2.16428201
12.54800000 0.13391789 0.00046513 -1.13889045 -1.17342010 0.01362225 -2.16430528
12.54900000 0.13188611 0.00040472 -1.13716859 -1.17333703 0.01382444 -2.16439036
12.55000000 0.13009155 0.00032529 -1.13544304 -1.17326376 0.01402530 -2.16426466
12.55100000 0.12824482 0.00026340 -1.13371161 -1.17319673 0.01422558 -2.16417454
12.55200000 0.12584842 0.00020224 -1.13197825 -1.17313741 0.01442463 -2.16464036
12.55300000 0.12320668 0.00014165 -1.13024765 -1.17308594 0.01462192 -2.16536334
12.55400000 0.12083022 0.00008702 -1.12851995 -1.17304463 0.01481711 -2.16583022
12.55500000 0.11871201 0.00004894 -1.12679273 -1.17301318 0.01501051 -2.16603446
12.55600000 0.11705166 0.00002131 -1.12506604 -1.17299005 0.01520232 -2.16578079
12.55700000 0.11555083 0.00000330 -1.12333422 -1.17297715 0.01539289 -2.16536436
12.55800000 0.11357349 0.00000072 -1.12160151 -1.17297586 0.01558154 -2.16542162
12.55900000 0.11146186 0.00001244 -1.11987181 -1.17298378 0.01576818 -2.16561311
12.56000000 0.10963020 0.00003776 -1.11814441 -1.17300339 0.01595253 -2.16552731
12.56100000 0.10782777 0.00006665 -1.11641680 -1.17303172 0.01613527 -2.16541884
12.56200000 0.10570572 0.00010348 -1.11469210 -1.17306707 0.01631632 -2.16563366
12.56300000 0.10350885 0.00016461 -1.11297344 -1.17311104 0.01649509 -2.16591593
12.56400000 0.10141673 0.00023778 -1.11126014 -1.17316706 0.01667114 -2.16610155
12.56500000 0.09944554 0.00031545 -1.10955242 -1.17323113 0.01684504 -2.16617752
12.56600000 0.09767811 0.00040013 -1.10784921 -1.17330527 0.01701658 -2.16605964
12.56700000 0.09566557 0.00047508 -1.10614915 -1.17338665 0.01718634 -2.16620882
12.56800000 0.09353909 0.00056908 -1.10445900 -1.17347456 0.01735368 -2.16647171
12.56900000 0.09137003 0.00070237 -1.10277523 -1.17357174 0.01751858 -2.16675599
12.57000000 0.08904935 0.00084134 -1.10110346 -1.17367993 0.01768014 -2.16721257
12.57100000 0.08689221 0.00098460 -1.09944222 -1.17379621 0.01783896 -2.16752266
12.57200000 0.08454893 0.00112740 -1.09779132 -1.17392242 0.01799478 -2.16804263
12.57300000 0.08219045 0.00126809 -1.09615593 -1.17405529 0.01814754 -2.16860514
12.57400000 0.07997738 0.00146296 -1.09453268 -1.17419672 0.01829729 -2.16899177
12.57500000 0.07769462 0.00171278 -1.09292358 -1.17434939 0.01844340 -2.16942217
12.57600000 0.07554251 0.00196921 -1.09132949 -1.17451434 0.01858558 -2.16974653
12.57700000 0.07313290 0.00220785 -1.08974832 -1.17468926 0.01872441 -2.17037242
12.57800000 0.07099277 0.00244418 -1.08818919 -1.17487342 0.01885904 -2.17076661
12.57900000 0.06914633 0.00266345 -1.08663871 -1.17506618 0.01899095 -2.17090416
12.58000000 0.06723439 0.00287283 -1.08510522 -1.17526592 0.01911953 -2.17114439
12.58100000 0.06552805 0.00310498 -1.08358308 -1.17547278 0.01924534 -2.17117750
12.58200000 0.06366058 0.00335140 -1.08207449 -1.17568750 0.01936801 -2.17138201
12.58300000 0.06168037 0.00360313 -1.08058218 -1.17590956 0.01948733 -2.17172091
12.58400000 0.05986142 0.00377941 -1.07910744 -1.17613908 0.01960314 -2.17200255
12.58500000 0.05848937 0.00393569 -1.07764647 -1.17637068 0.01971673 -2.17187534
12.58600000 0.05706671 0.00415538 -1.07619320 -1.17660819 0.01982808 -2.17175121
12.58700000 0.05513952 0.00434688 -1.07475589 -1.17685118 0.01993640 -2.17218427
12.58800000 0.05333395 0.00462443 -1.07334029 -1.17709806 0.02004136 -2.17243861
12.58900000 0.05190922 0.00498734 -1.07193893 -1.17735476 0.02014271 -2.17225443
12.59000000 0.05040304 0.00533292 -1.07055044 -1.17761922 0.02024092 -2.17219277
12.59100000 0.04876699 0.00577281 -1.06917945 -1.17789173 0.02033546 -2.17219592
12.59200000 0.04732267 0.00632411 -1.06782607 -1.17817579 0.02042567 -2.17192942
12.59300000 0.04571796 0.00678947 -1.06648604 -1.17847199 0.02051187 -2.17193873
12.59400000 0.04384367 0.00709372 -1.06516941 -1.17877458 0.02059401 -2.17241258
12.59500000 0.04236467 0.00736379 -1.06387548 -1.17908146 0.02067252 -2.17255595
12.59600000 0.04114891 0.00781366 -1.06259468 -1.17939284 0.02074834 -2.17227660
12.59700000 0.04005345 0.00823403 -1.06132970 -1.17971546 0.02081997 -2.17193771
12.59800000 0.03888543 0.00862584 -1.06007500 -1.18004069 0.02088952 -2.17171490
12.59900000 0.03744715 0.00911541 -1.05883929 -1.18037539 0.02095482 -2.17169729
12.60000000 0.03587712 0.00947783 -1.05762363 -1.18071577 0.02101645 -2.17196801
12.60100000 0.03441394 0.00974698 -1.05643276 -1.18106030 0.02107419 -2.17225795
